forceast_date,location,quantile,target,target_end_date,type,value
2020-11-14,53,,1 wk ahead inc death,2020-11-21,point,87.0
2020-11-14,53,,1 wk ahead cum death,2020-11-21,point,2580.0
2020-11-14,53,,2 wk ahead inc death,2020-11-28,point,126.0
2020-11-14,53,,2 wk ahead cum death,2020-11-28,point,2706.0
2020-11-14,53,,3 wk ahead inc death,2020-12-05,point,113.0
2020-11-14,53,,3 wk ahead cum death,2020-12-05,point,2819.0
2020-11-14,53,,4 wk ahead inc death,2020-12-12,point,122.0
2020-11-14,53,,4 wk ahead cum death,2020-12-12,point,2941.0
2020-11-14,17,,1 wk ahead inc death,2020-11-21,point,638.0
2020-11-14,17,,1 wk ahead cum death,2020-11-21,point,11726.0
2020-11-14,17,,2 wk ahead inc death,2020-11-28,point,867.0
2020-11-14,17,,2 wk ahead cum death,2020-11-28,point,12593.0
2020-11-14,17,,3 wk ahead inc death,2020-12-05,point,842.0
2020-11-14,17,,3 wk ahead cum death,2020-12-05,point,13435.0
2020-11-14,17,,4 wk ahead inc death,2020-12-12,point,800.0
2020-11-14,17,,4 wk ahead cum death,2020-12-12,point,14235.0
2020-11-14,06,,1 wk ahead inc death,2020-11-21,point,366.0
2020-11-14,06,,1 wk ahead cum death,2020-11-21,point,18621.0
2020-11-14,06,,2 wk ahead inc death,2020-11-28,point,433.0
2020-11-14,06,,2 wk ahead cum death,2020-11-28,point,19054.0
2020-11-14,06,,3 wk ahead inc death,2020-12-05,point,410.0
2020-11-14,06,,3 wk ahead cum death,2020-12-05,point,19464.0
2020-11-14,06,,4 wk ahead inc death,2020-12-12,point,402.0
2020-11-14,06,,4 wk ahead cum death,2020-12-12,point,19866.0
2020-11-14,04,,1 wk ahead inc death,2020-11-21,point,235.0
2020-11-14,04,,1 wk ahead cum death,2020-11-21,point,6535.0
2020-11-14,04,,2 wk ahead inc death,2020-11-28,point,316.0
2020-11-14,04,,2 wk ahead cum death,2020-11-28,point,6851.0
2020-11-14,04,,3 wk ahead inc death,2020-12-05,point,289.0
2020-11-14,04,,3 wk ahead cum death,2020-12-05,point,7140.0
2020-11-14,04,,4 wk ahead inc death,2020-12-12,point,296.0
2020-11-14,04,,4 wk ahead cum death,2020-12-12,point,7436.0
2020-11-14,25,,1 wk ahead inc death,2020-11-21,point,197.0
2020-11-14,25,,1 wk ahead cum death,2020-11-21,point,10490.0
2020-11-14,25,,2 wk ahead inc death,2020-11-28,point,247.0
2020-11-14,25,,2 wk ahead cum death,2020-11-28,point,10737.0
2020-11-14,25,,3 wk ahead inc death,2020-12-05,point,236.0
2020-11-14,25,,3 wk ahead cum death,2020-12-05,point,10973.0
2020-11-14,25,,4 wk ahead inc death,2020-12-12,point,228.0
2020-11-14,25,,4 wk ahead cum death,2020-12-12,point,11201.0
2020-11-14,55,,1 wk ahead inc death,2020-11-21,point,361.0
2020-11-14,55,,1 wk ahead cum death,2020-11-21,point,3100.0
2020-11-14,55,,2 wk ahead inc death,2020-11-28,point,427.0
2020-11-14,55,,2 wk ahead cum death,2020-11-28,point,3527.0
2020-11-14,55,,3 wk ahead inc death,2020-12-05,point,415.0
2020-11-14,55,,3 wk ahead cum death,2020-12-05,point,3942.0
2020-11-14,55,,4 wk ahead inc death,2020-12-12,point,395.0
2020-11-14,55,,4 wk ahead cum death,2020-12-12,point,4337.0
2020-11-14,48,,1 wk ahead inc death,2020-11-21,point,856.0
2020-11-14,48,,1 wk ahead cum death,2020-11-21,point,21139.0
2020-11-14,48,,2 wk ahead inc death,2020-11-28,point,963.0
2020-11-14,48,,2 wk ahead cum death,2020-11-28,point,22102.0
2020-11-14,48,,3 wk ahead inc death,2020-12-05,point,904.0
2020-11-14,48,,3 wk ahead cum death,2020-12-05,point,23006.0
2020-11-14,48,,4 wk ahead inc death,2020-12-12,point,866.0
2020-11-14,48,,4 wk ahead cum death,2020-12-12,point,23872.0
2020-11-14,31,,1 wk ahead inc death,2020-11-21,point,65.0
2020-11-14,31,,1 wk ahead cum death,2020-11-21,point,844.0
2020-11-14,31,,2 wk ahead inc death,2020-11-28,point,99.0
2020-11-14,31,,2 wk ahead cum death,2020-11-28,point,943.0
2020-11-14,31,,3 wk ahead inc death,2020-12-05,point,104.0
2020-11-14,31,,3 wk ahead cum death,2020-12-05,point,1047.0
2020-11-14,31,,4 wk ahead inc death,2020-12-12,point,97.0
2020-11-14,31,,4 wk ahead cum death,2020-12-12,point,1144.0
2020-11-14,49,,1 wk ahead inc death,2020-11-21,point,60.0
2020-11-14,49,,1 wk ahead cum death,2020-11-21,point,770.0
2020-11-14,49,,2 wk ahead inc death,2020-11-28,point,84.0
2020-11-14,49,,2 wk ahead cum death,2020-11-28,point,854.0
2020-11-14,49,,3 wk ahead inc death,2020-12-05,point,82.0
2020-11-14,49,,3 wk ahead cum death,2020-12-05,point,936.0
2020-11-14,49,,4 wk ahead inc death,2020-12-12,point,80.0
2020-11-14,49,,4 wk ahead cum death,2020-12-12,point,1016.0
2020-11-14,41,,1 wk ahead inc death,2020-11-21,point,50.0
2020-11-14,41,,1 wk ahead cum death,2020-11-21,point,809.0
2020-11-14,41,,2 wk ahead inc death,2020-11-28,point,78.0
2020-11-14,41,,2 wk ahead cum death,2020-11-28,point,887.0
2020-11-14,41,,3 wk ahead inc death,2020-12-05,point,71.0
2020-11-14,41,,3 wk ahead cum death,2020-12-05,point,958.0
2020-11-14,41,,4 wk ahead inc death,2020-12-12,point,78.0
2020-11-14,41,,4 wk ahead cum death,2020-12-12,point,1036.0
2020-11-14,12,,1 wk ahead inc death,2020-11-21,point,390.0
2020-11-14,12,,1 wk ahead cum death,2020-11-21,point,17879.0
2020-11-14,12,,2 wk ahead inc death,2020-11-28,point,462.0
2020-11-14,12,,2 wk ahead cum death,2020-11-28,point,18341.0
2020-11-14,12,,3 wk ahead inc death,2020-12-05,point,434.0
2020-11-14,12,,3 wk ahead cum death,2020-12-05,point,18775.0
2020-11-14,12,,4 wk ahead inc death,2020-12-12,point,425.0
2020-11-14,12,,4 wk ahead cum death,2020-12-12,point,19200.0
2020-11-14,36,,1 wk ahead inc death,2020-11-21,point,130.0
2020-11-14,36,,1 wk ahead cum death,2020-11-21,point,34140.0
2020-11-14,36,,2 wk ahead inc death,2020-11-28,point,149.0
2020-11-14,36,,2 wk ahead cum death,2020-11-28,point,34289.0
2020-11-14,36,,3 wk ahead inc death,2020-12-05,point,131.0
2020-11-14,36,,3 wk ahead cum death,2020-12-05,point,34420.0
2020-11-14,36,,4 wk ahead inc death,2020-12-12,point,138.0
2020-11-14,36,,4 wk ahead cum death,2020-12-12,point,34558.0
2020-11-14,44,,1 wk ahead inc death,2020-11-21,point,38.0
2020-11-14,44,,1 wk ahead cum death,2020-11-21,point,1321.0
2020-11-14,44,,2 wk ahead inc death,2020-11-28,point,48.0
2020-11-14,44,,2 wk ahead cum death,2020-11-28,point,1369.0
2020-11-14,44,,3 wk ahead inc death,2020-12-05,point,46.0
2020-11-14,44,,3 wk ahead cum death,2020-12-05,point,1415.0
2020-11-14,44,,4 wk ahead inc death,2020-12-12,point,47.0
2020-11-14,44,,4 wk ahead cum death,2020-12-12,point,1462.0
2020-11-14,13,,1 wk ahead inc death,2020-11-21,point,240.0
2020-11-14,13,,1 wk ahead cum death,2020-11-21,point,9196.0
2020-11-14,13,,2 wk ahead inc death,2020-11-28,point,256.0
2020-11-14,13,,2 wk ahead cum death,2020-11-28,point,9452.0
2020-11-14,13,,3 wk ahead inc death,2020-12-05,point,236.0
2020-11-14,13,,3 wk ahead cum death,2020-12-05,point,9688.0
2020-11-14,13,,4 wk ahead inc death,2020-12-12,point,228.0
2020-11-14,13,,4 wk ahead cum death,2020-12-12,point,9916.0
2020-11-14,33,,1 wk ahead inc death,2020-11-21,point,6.0
2020-11-14,33,,1 wk ahead cum death,2020-11-21,point,505.0
2020-11-14,33,,2 wk ahead inc death,2020-11-28,point,13.0
2020-11-14,33,,2 wk ahead cum death,2020-11-28,point,518.0
2020-11-14,33,,3 wk ahead inc death,2020-12-05,point,12.0
2020-11-14,33,,3 wk ahead cum death,2020-12-05,point,530.0
2020-11-14,33,,4 wk ahead inc death,2020-12-12,point,16.0
2020-11-14,33,,4 wk ahead cum death,2020-12-12,point,546.0
2020-11-14,37,,1 wk ahead inc death,2020-11-21,point,278.0
2020-11-14,37,,1 wk ahead cum death,2020-11-21,point,5034.0
2020-11-14,37,,2 wk ahead inc death,2020-11-28,point,300.0
2020-11-14,37,,2 wk ahead cum death,2020-11-28,point,5334.0
2020-11-14,37,,3 wk ahead inc death,2020-12-05,point,277.0
2020-11-14,37,,3 wk ahead cum death,2020-12-05,point,5611.0
2020-11-14,37,,4 wk ahead inc death,2020-12-12,point,271.0
2020-11-14,37,,4 wk ahead cum death,2020-12-12,point,5882.0
2020-11-14,34,,1 wk ahead inc death,2020-11-21,point,114.0
2020-11-14,34,,1 wk ahead cum death,2020-11-21,point,16662.0
2020-11-14,34,,2 wk ahead inc death,2020-11-28,point,155.0
2020-11-14,34,,2 wk ahead cum death,2020-11-28,point,16817.0
2020-11-14,34,,3 wk ahead inc death,2020-12-05,point,148.0
2020-11-14,34,,3 wk ahead cum death,2020-12-05,point,16965.0
2020-11-14,34,,4 wk ahead inc death,2020-12-12,point,148.0
2020-11-14,34,,4 wk ahead cum death,2020-12-12,point,17113.0
2020-11-14,08,,1 wk ahead inc death,2020-11-21,point,162.0
2020-11-14,08,,1 wk ahead cum death,2020-11-21,point,2687.0
2020-11-14,08,,2 wk ahead inc death,2020-11-28,point,242.0
2020-11-14,08,,2 wk ahead cum death,2020-11-28,point,2929.0
2020-11-14,08,,3 wk ahead inc death,2020-12-05,point,240.0
2020-11-14,08,,3 wk ahead cum death,2020-12-05,point,3169.0
2020-11-14,08,,4 wk ahead inc death,2020-12-12,point,238.0
2020-11-14,08,,4 wk ahead cum death,2020-12-12,point,3407.0
2020-11-14,24,,1 wk ahead inc death,2020-11-21,point,69.0
2020-11-14,24,,1 wk ahead cum death,2020-11-21,point,4362.0
2020-11-14,24,,2 wk ahead inc death,2020-11-28,point,90.0
2020-11-14,24,,2 wk ahead cum death,2020-11-28,point,4452.0
2020-11-14,24,,3 wk ahead inc death,2020-12-05,point,83.0
2020-11-14,24,,3 wk ahead cum death,2020-12-05,point,4535.0
2020-11-14,24,,4 wk ahead inc death,2020-12-12,point,89.0
2020-11-14,24,,4 wk ahead cum death,2020-12-12,point,4624.0
2020-11-14,32,,1 wk ahead inc death,2020-11-21,point,77.0
2020-11-14,32,,1 wk ahead cum death,2020-11-21,point,1985.0
2020-11-14,32,,2 wk ahead inc death,2020-11-28,point,104.0
2020-11-14,32,,2 wk ahead cum death,2020-11-28,point,2089.0
2020-11-14,32,,3 wk ahead inc death,2020-12-05,point,109.0
