forceast_date,location,quantile,target,target_end_date,type,value
2020-09-26,53,,1 wk ahead inc death,2020-10-03,point,41.0
2020-09-26,53,,1 wk ahead cum death,2020-10-03,point,2115.0
2020-09-26,53,,2 wk ahead inc death,2020-10-10,point,40.0
2020-09-26,53,,2 wk ahead cum death,2020-10-10,point,2155.0
2020-09-26,53,,3 wk ahead inc death,2020-10-17,point,36.0
2020-09-26,53,,3 wk ahead cum death,2020-10-17,point,2191.0
2020-09-26,53,,4 wk ahead inc death,2020-10-24,point,34.0
2020-09-26,53,,4 wk ahead cum death,2020-10-24,point,2225.0
2020-09-26,17,,1 wk ahead inc death,2020-10-03,point,162.0
2020-09-26,17,,1 wk ahead cum death,2020-10-03,point,8994.0
2020-09-26,17,,2 wk ahead inc death,2020-10-10,point,155.0
2020-09-26,17,,2 wk ahead cum death,2020-10-10,point,9149.0
2020-09-26,17,,3 wk ahead inc death,2020-10-17,point,143.0
2020-09-26,17,,3 wk ahead cum death,2020-10-17,point,9292.0
2020-09-26,17,,4 wk ahead inc death,2020-10-24,point,125.0
2020-09-26,17,,4 wk ahead cum death,2020-10-24,point,9417.0
2020-09-26,06,,1 wk ahead inc death,2020-10-03,point,623.0
2020-09-26,06,,1 wk ahead cum death,2020-10-03,point,16206.0
2020-09-26,06,,2 wk ahead inc death,2020-10-10,point,521.0
2020-09-26,06,,2 wk ahead cum death,2020-10-10,point,16727.0
2020-09-26,06,,3 wk ahead inc death,2020-10-17,point,453.0
2020-09-26,06,,3 wk ahead cum death,2020-10-17,point,17180.0
2020-09-26,06,,4 wk ahead inc death,2020-10-24,point,371.0
2020-09-26,06,,4 wk ahead cum death,2020-10-24,point,17551.0
2020-09-26,04,,1 wk ahead inc death,2020-10-03,point,206.0
2020-09-26,04,,1 wk ahead cum death,2020-10-03,point,5828.0
2020-09-26,04,,2 wk ahead inc death,2020-10-10,point,205.0
2020-09-26,04,,2 wk ahead cum death,2020-10-10,point,6033.0
2020-09-26,04,,3 wk ahead inc death,2020-10-17,point,132.0
2020-09-26,04,,3 wk ahead cum death,2020-10-17,point,6165.0
2020-09-26,04,,4 wk ahead inc death,2020-10-24,point,176.0
2020-09-26,04,,4 wk ahead cum death,2020-10-24,point,6341.0
2020-09-26,25,,1 wk ahead inc death,2020-10-03,point,99.0
2020-09-26,25,,1 wk ahead cum death,2020-10-03,point,9490.0
2020-09-26,25,,2 wk ahead inc death,2020-10-10,point,102.0
2020-09-26,25,,2 wk ahead cum death,2020-10-10,point,9592.0
2020-09-26,25,,3 wk ahead inc death,2020-10-17,point,88.0
2020-09-26,25,,3 wk ahead cum death,2020-10-17,point,9680.0
2020-09-26,25,,4 wk ahead inc death,2020-10-24,point,86.0
2020-09-26,25,,4 wk ahead cum death,2020-10-24,point,9766.0
2020-09-26,55,,1 wk ahead inc death,2020-10-03,point,57.0
2020-09-26,55,,1 wk ahead cum death,2020-10-03,point,1414.0
2020-09-26,55,,2 wk ahead inc death,2020-10-10,point,74.0
2020-09-26,55,,2 wk ahead cum death,2020-10-10,point,1488.0
2020-09-26,55,,3 wk ahead inc death,2020-10-17,point,66.0
2020-09-26,55,,3 wk ahead cum death,2020-10-17,point,1554.0
2020-09-26,55,,4 wk ahead inc death,2020-10-24,point,71.0
2020-09-26,55,,4 wk ahead cum death,2020-10-24,point,1625.0
2020-09-26,48,,1 wk ahead inc death,2020-10-03,point,602.0
2020-09-26,48,,1 wk ahead cum death,2020-10-03,point,16589.0
2020-09-26,48,,2 wk ahead inc death,2020-10-10,point,540.0
2020-09-26,48,,2 wk ahead cum death,2020-10-10,point,17129.0
2020-09-26,48,,3 wk ahead inc death,2020-10-17,point,465.0
2020-09-26,48,,3 wk ahead cum death,2020-10-17,point,17594.0
2020-09-26,48,,4 wk ahead inc death,2020-10-24,point,419.0
2020-09-26,48,,4 wk ahead cum death,2020-10-24,point,18013.0
2020-09-26,31,,1 wk ahead inc death,2020-10-03,point,18.0
2020-09-26,31,,1 wk ahead cum death,2020-10-03,point,487.0
2020-09-26,31,,2 wk ahead inc death,2020-10-10,point,23.0
2020-09-26,31,,2 wk ahead cum death,2020-10-10,point,510.0
2020-09-26,31,,3 wk ahead inc death,2020-10-17,point,21.0
2020-09-26,31,,3 wk ahead cum death,2020-10-17,point,531.0
2020-09-26,31,,4 wk ahead inc death,2020-10-24,point,22.0
2020-09-26,31,,4 wk ahead cum death,2020-10-24,point,553.0
2020-09-26,49,,1 wk ahead inc death,2020-10-03,point,10.0
2020-09-26,49,,1 wk ahead cum death,2020-10-03,point,458.0
2020-09-26,49,,2 wk ahead inc death,2020-10-10,point,13.0
2020-09-26,49,,2 wk ahead cum death,2020-10-10,point,471.0
2020-09-26,49,,3 wk ahead inc death,2020-10-17,point,11.0
2020-09-26,49,,3 wk ahead cum death,2020-10-17,point,482.0
2020-09-26,49,,4 wk ahead inc death,2020-10-24,point,13.0
2020-09-26,49,,4 wk ahead cum death,2020-10-24,point,495.0
2020-09-26,41,,1 wk ahead inc death,2020-10-03,point,14.0
2020-09-26,41,,1 wk ahead cum death,2020-10-03,point,556.0
2020-09-26,41,,2 wk ahead inc death,2020-10-10,point,16.0
2020-09-26,41,,2 wk ahead cum death,2020-10-10,point,572.0
2020-09-26,41,,3 wk ahead inc death,2020-10-17,point,15.0
2020-09-26,41,,3 wk ahead cum death,2020-10-17,point,587.0
2020-09-26,41,,4 wk ahead inc death,2020-10-24,point,14.0
2020-09-26,41,,4 wk ahead cum death,2020-10-24,point,601.0
2020-09-26,12,,1 wk ahead inc death,2020-10-03,point,779.0
2020-09-26,12,,1 wk ahead cum death,2020-10-03,point,14801.0
2020-09-26,12,,2 wk ahead inc death,2020-10-10,point,771.0
2020-09-26,12,,2 wk ahead cum death,2020-10-10,point,15572.0
2020-09-26,12,,3 wk ahead inc death,2020-10-17,point,675.0
2020-09-26,12,,3 wk ahead cum death,2020-10-17,point,16247.0
2020-09-26,12,,4 wk ahead inc death,2020-10-24,point,623.0
2020-09-26,12,,4 wk ahead cum death,2020-10-24,point,16870.0
2020-09-26,36,,1 wk ahead inc death,2020-10-03,point,45.0
2020-09-26,36,,1 wk ahead cum death,2020-10-03,point,33331.0
2020-09-26,36,,2 wk ahead inc death,2020-10-10,point,49.0
2020-09-26,36,,2 wk ahead cum death,2020-10-10,point,33380.0
2020-09-26,36,,3 wk ahead inc death,2020-10-17,point,47.0
2020-09-26,36,,3 wk ahead cum death,2020-10-17,point,33427.0
2020-09-26,36,,4 wk ahead inc death,2020-10-24,point,41.0
2020-09-26,36,,4 wk ahead cum death,2020-10-24,point,33468.0
2020-09-26,44,,1 wk ahead inc death,2020-10-03,point,19.0
2020-09-26,44,,1 wk ahead cum death,2020-10-03,point,1140.0
2020-09-26,44,,2 wk ahead inc death,2020-10-10,point,26.0
2020-09-26,44,,2 wk ahead cum death,2020-10-10,point,1166.0
2020-09-26,44,,3 wk ahead inc death,2020-10-17,point,24.0
2020-09-26,44,,3 wk ahead cum death,2020-10-17,point,1190.0
2020-09-26,44,,4 wk ahead inc death,2020-10-24,point,26.0
2020-09-26,44,,4 wk ahead cum death,2020-10-24,point,1216.0
2020-09-26,13,,1 wk ahead inc death,2020-10-03,point,284.0
2020-09-26,13,,1 wk ahead cum death,2020-10-03,point,7198.0
2020-09-26,13,,2 wk ahead inc death,2020-10-10,point,254.0
2020-09-26,13,,2 wk ahead cum death,2020-10-10,point,7452.0
2020-09-26,13,,3 wk ahead inc death,2020-10-17,point,225.0
2020-09-26,13,,3 wk ahead cum death,2020-10-17,point,7677.0
2020-09-26,13,,4 wk ahead inc death,2020-10-24,point,200.0
2020-09-26,13,,4 wk ahead cum death,2020-10-24,point,7877.0
2020-09-26,33,,1 wk ahead inc death,2020-10-03,point,2.0
2020-09-26,33,,1 wk ahead cum death,2020-10-03,point,441.0
2020-09-26,33,,2 wk ahead inc death,2020-10-10,point,4.0
2020-09-26,33,,2 wk ahead cum death,2020-10-10,point,445.0
