forceast_date,location,quantile,target,target_end_date,type,value
2020-10-31,53,,1 wk ahead inc death,2020-11-07,point,51.0
2020-10-31,53,,1 wk ahead cum death,2020-11-07,point,2396.0
2020-10-31,53,,2 wk ahead inc death,2020-11-14,point,58.0
2020-10-31,53,,2 wk ahead cum death,2020-11-14,point,2454.0
2020-10-31,53,,3 wk ahead inc death,2020-11-21,point,58.0
2020-10-31,53,,3 wk ahead cum death,2020-11-21,point,2512.0
2020-10-31,53,,4 wk ahead inc death,2020-11-28,point,53.0
2020-10-31,53,,4 wk ahead cum death,2020-11-28,point,2565.0
2020-10-31,17,,1 wk ahead inc death,2020-11-07,point,450.0
2020-10-31,17,,1 wk ahead cum death,2020-11-07,point,10490.0
2020-10-31,17,,2 wk ahead inc death,2020-11-14,point,599.0
2020-10-31,17,,2 wk ahead cum death,2020-11-14,point,11089.0
2020-10-31,17,,3 wk ahead inc death,2020-11-21,point,549.0
2020-10-31,17,,3 wk ahead cum death,2020-11-21,point,11638.0
2020-10-31,17,,4 wk ahead inc death,2020-11-28,point,521.0
2020-10-31,17,,4 wk ahead cum death,2020-11-28,point,12159.0
2020-10-31,06,,1 wk ahead inc death,2020-11-07,point,482.0
2020-10-31,06,,1 wk ahead cum death,2020-11-07,point,18141.0
2020-10-31,06,,2 wk ahead inc death,2020-11-14,point,574.0
2020-10-31,06,,2 wk ahead cum death,2020-11-14,point,18715.0
2020-10-31,06,,3 wk ahead inc death,2020-11-21,point,517.0
2020-10-31,06,,3 wk ahead cum death,2020-11-21,point,19232.0
2020-10-31,06,,4 wk ahead inc death,2020-11-28,point,485.0
2020-10-31,06,,4 wk ahead cum death,2020-11-28,point,19717.0
2020-10-31,04,,1 wk ahead inc death,2020-11-07,point,84.0
2020-10-31,04,,1 wk ahead cum death,2020-11-07,point,6063.0
2020-10-31,04,,2 wk ahead inc death,2020-11-14,point,104.0
2020-10-31,04,,2 wk ahead cum death,2020-11-14,point,6167.0
2020-10-31,04,,3 wk ahead inc death,2020-11-21,point,99.0
2020-10-31,04,,3 wk ahead cum death,2020-11-21,point,6266.0
2020-10-31,04,,4 wk ahead inc death,2020-11-28,point,95.0
2020-10-31,04,,4 wk ahead cum death,2020-11-28,point,6361.0
2020-10-31,25,,1 wk ahead inc death,2020-11-07,point,143.0
2020-10-31,25,,1 wk ahead cum death,2020-11-07,point,10134.0
2020-10-31,25,,2 wk ahead inc death,2020-11-14,point,169.0
2020-10-31,25,,2 wk ahead cum death,2020-11-14,point,10303.0
2020-10-31,25,,3 wk ahead inc death,2020-11-21,point,155.0
2020-10-31,25,,3 wk ahead cum death,2020-11-21,point,10458.0
2020-10-31,25,,4 wk ahead inc death,2020-11-28,point,145.0
2020-10-31,25,,4 wk ahead cum death,2020-11-28,point,10603.0
2020-10-31,55,,1 wk ahead inc death,2020-11-07,point,194.0
2020-10-31,55,,1 wk ahead cum death,2020-11-07,point,2533.0
2020-10-31,55,,2 wk ahead inc death,2020-11-14,point,220.0
2020-10-31,55,,2 wk ahead cum death,2020-11-14,point,2753.0
2020-10-31,55,,3 wk ahead inc death,2020-11-21,point,196.0
2020-10-31,55,,3 wk ahead cum death,2020-11-21,point,2949.0
2020-10-31,55,,4 wk ahead inc death,2020-11-28,point,192.0
2020-10-31,55,,4 wk ahead cum death,2020-11-28,point,3141.0
2020-10-31,48,,1 wk ahead inc death,2020-11-07,point,579.0
2020-10-31,48,,1 wk ahead cum death,2020-11-07,point,19367.0
2020-10-31,48,,2 wk ahead inc death,2020-11-14,point,687.0
2020-10-31,48,,2 wk ahead cum death,2020-11-14,point,20054.0
2020-10-31,48,,3 wk ahead inc death,2020-11-21,point,642.0
2020-10-31,48,,3 wk ahead cum death,2020-11-21,point,20696.0
2020-10-31,48,,4 wk ahead inc death,2020-11-28,point,594.0
2020-10-31,48,,4 wk ahead cum death,2020-11-28,point,21290.0
2020-10-31,31,,1 wk ahead inc death,2020-11-07,point,65.0
2020-10-31,31,,1 wk ahead cum death,2020-11-07,point,717.0
2020-10-31,31,,2 wk ahead inc death,2020-11-14,point,82.0
2020-10-31,31,,2 wk ahead cum death,2020-11-14,point,799.0
2020-10-31,31,,3 wk ahead inc death,2020-11-21,point,73.0
2020-10-31,31,,3 wk ahead cum death,2020-11-21,point,872.0
2020-10-31,31,,4 wk ahead inc death,2020-11-28,point,76.0
2020-10-31,31,,4 wk ahead cum death,2020-11-28,point,948.0
2020-10-31,49,,1 wk ahead inc death,2020-11-07,point,30.0
2020-10-31,49,,1 wk ahead cum death,2020-11-07,point,634.0
2020-10-31,49,,2 wk ahead inc death,2020-11-14,point,33.0
2020-10-31,49,,2 wk ahead cum death,2020-11-14,point,667.0
2020-10-31,49,,3 wk ahead inc death,2020-11-21,point,31.0
2020-10-31,49,,3 wk ahead cum death,2020-11-21,point,698.0
2020-10-31,49,,4 wk ahead inc death,2020-11-28,point,32.0
2020-10-31,49,,4 wk ahead cum death,2020-11-28,point,730.0
2020-10-31,41,,1 wk ahead inc death,2020-11-07,point,30.0
2020-10-31,41,,1 wk ahead cum death,2020-11-07,point,719.0
2020-10-31,41,,2 wk ahead inc death,2020-11-14,point,34.0
2020-10-31,41,,2 wk ahead cum death,2020-11-14,point,753.0
2020-10-31,41,,3 wk ahead inc death,2020-11-21,point,32.0
2020-10-31,41,,3 wk ahead cum death,2020-11-21,point,785.0
2020-10-31,41,,4 wk ahead inc death,2020-11-28,point,31.0
2020-10-31,41,,4 wk ahead cum death,2020-11-28,point,816.0
2020-10-31,12,,1 wk ahead inc death,2020-11-07,point,648.0
2020-10-31,12,,1 wk ahead cum death,2020-11-07,point,17409.0
2020-10-31,12,,2 wk ahead inc death,2020-11-14,point,740.0
2020-10-31,12,,2 wk ahead cum death,2020-11-14,point,18149.0
2020-10-31,12,,3 wk ahead inc death,2020-11-21,point,700.0
2020-10-31,12,,3 wk ahead cum death,2020-11-21,point,18849.0
2020-10-31,12,,4 wk ahead inc death,2020-11-28,point,644.0
2020-10-31,12,,4 wk ahead cum death,2020-11-28,point,19493.0
2020-10-31,36,,1 wk ahead inc death,2020-11-07,point,72.0
2020-10-31,36,,1 wk ahead cum death,2020-11-07,point,33802.0
2020-10-31,36,,2 wk ahead inc death,2020-11-14,point,72.0
2020-10-31,36,,2 wk ahead cum death,2020-11-14,point,33874.0
2020-10-31,36,,3 wk ahead inc death,2020-11-21,point,72.0
2020-10-31,36,,3 wk ahead cum death,2020-11-21,point,33946.0
2020-10-31,36,,4 wk ahead inc death,2020-11-28,point,65.0
2020-10-31,36,,4 wk ahead cum death,2020-11-28,point,34011.0
2020-10-31,44,,1 wk ahead inc death,2020-11-07,point,30.0
2020-10-31,44,,1 wk ahead cum death,2020-11-07,point,1246.0
2020-10-31,44,,2 wk ahead inc death,2020-11-14,point,42.0
2020-10-31,44,,2 wk ahead cum death,2020-11-14,point,1288.0
2020-10-31,44,,3 wk ahead inc death,2020-11-21,point,41.0
2020-10-31,44,,3 wk ahead cum death,2020-11-21,point,1329.0
2020-10-31,44,,4 wk ahead inc death,2020-11-28,point,40.0
2020-10-31,44,,4 wk ahead cum death,2020-11-28,point,1369.0
2020-10-31,13,,1 wk ahead inc death,2020-11-07,point,224.0
2020-10-31,13,,1 wk ahead cum death,2020-11-07,point,8203.0
2020-10-31,13,,2 wk ahead inc death,2020-11-14,point,231.0
2020-10-31,13,,2 wk ahead cum death,2020-11-14,point,8434.0
2020-10-31,13,,3 wk ahead inc death,2020-11-21,point,210.0
2020-10-31,13,,3 wk ahead cum death,2020-11-21,point,8644.0
2020-10-31,13,,4 wk ahead inc death,2020-11-28,point,199.0
2020-10-31,13,,4 wk ahead cum death,2020-11-28,point,8843.0
2020-10-31,33,,1 wk ahead inc death,2020-11-07,point,9.0
2020-10-31,33,,1 wk ahead cum death,2020-11-07,point,492.0
2020-10-31,33,,2 wk ahead inc death,2020-11-14,point,12.0
2020-10-31,33,,2 wk ahead cum death,2020-11-14,point,504.0
2020-10-31,33,,3 wk ahead inc death,2020-11-21,point,12.0
2020-10-31,33,,3 wk ahead cum death,2020-11-21,point,516.0
2020-10-31,33,,4 wk ahead inc death,2020-11-28,point,14.0
2020-10-31,33,,4 wk ahead cum death,2020-11-28,point,530.0
2020-10-31,37,,1 wk ahead inc death,2020-11-07,point,259.0
2020-10-31,37,,1 wk ahead cum death,2020-11-07,point,4637.0
2020-10-31,37,,2 wk ahead inc death,2020-11-14,point,280.0
2020-10-31,37,,2 wk ahead cum death,2020-11-14,point,4917.0
2020-10-31,37,,3 wk ahead inc death,2020-11-21,point,259.0
2020-10-31,37,,3 wk ahead cum death,2020-11-21,point,5176.0
2020-10-31,37,,4 wk ahead inc death,2020-11-28,point,243.0
2020-10-31,37,,4 wk ahead cum death,2020-11-28,point,5419.0
2020-10-31,34,,1 wk ahead inc death,2020-11-07,point,80.0
2020-10-31,34,,1 wk ahead cum death,2020-11-07,point,16430.0
2020-10-31,34,,2 wk ahead inc death,2020-11-14,point,93.0
2020-10-31,34,,2 wk ahead cum death,2020-11-14,point,16523.0
2020-10-31,34,,3 wk ahead inc death,2020-11-21,point,86.0
2020-10-31,34,,3 wk ahead cum death,2020-11-21,point,16609.0
2020-10-31,34,,4 wk ahead inc death,2020-11-28,point,84.0
2020-10-31,34,,4 wk ahead cum death,2020-11-28,point,16693.0
2020-10-31,08,,1 wk ahead inc death,2020-11-07,point,59.0
2020-10-31,08,,1 wk ahead cum death,2020-11-07,point,2344.0
2020-10-31,08,,2 wk ahead inc death,2020-11-14,point,77.0
2020-10-31,08,,2 wk ahead cum death,2020-11-14,point,2421.0
2020-10-31,08,,3 wk ahead inc death,2020-11-21,point,71.0
2020-10-31,08,,3 wk ahead cum death,2020-11-21,point,2492.0
2020-10-31,08,,4 wk ahead inc death,2020-11-28,point,71.0
2020-10-31,08,,4 wk ahead cum death,2020-11-28,point,2563.0
2020-10-31,24,,1 wk ahead inc death,2020-11-07,point,56.0
2020-10-31,24,,1 wk ahead cum death,2020-11-07,point,4203.0
2020-10-31,24,,2 wk ahead inc death,2020-11-14,point,64.0
2020-10-31,24,,2 wk ahead cum death,2020-11-14,point,4267.0
2020-10-31,24,,3 wk ahead inc death,2020-11-21,point,60.0
2020-10-31,24,,3 wk ahead cum death,2020-11-21,point,4327.0
2020-10-31,24,,4 wk ahead inc death,2020-11-28,point,57.0
2020-10-31,24,,4 wk ahead cum death,2020-11-28,point,4384.0
2020-10-31,32,,1 wk ahead inc death,2020-11-07,point,32.0
2020-10-31,32,,1 wk ahead cum death,2020-11-07,point,1809.0
2020-10-31,32,,2 wk ahead inc death,2020-11-14,point,36.0
2020-10-31,32,,2 wk ahead cum death,2020-11-14,point,1845.0
2020-10-31,32,,3 wk ahead inc death,2020-11-21,point,33.0
2020-10-31,32,,3 wk ahead cum death,2020-11-21,point,1878.0
2020-10-31,32,,4 wk ahead inc death,2020-11-28,point,34.0
2020-10-31,32,,4 wk ahead cum death,2020-11-28,point,1912.0
2020-10-31,47,,1 wk ahead inc death,2020-11-07,point,219.0
2020-10-31,47,,1 wk ahead cum death,2020-11-07,point,3572.0
2020-10-31,47,,2 wk ahead inc death,2020-11-14,point,251.0
2020-10-31,47,,2 wk ahead cum death,2020-11-14,point,3823.0
2020-10-31,47,,3 wk ahead inc death,2020-11-21,point,240.0
2020-10-31,47,,3 wk ahead cum death,2020-11-21,point,4063.0
2020-10-31,47,,4 wk ahead inc death,2020-11-28,point,218.0
2020-10-31,47,,4 wk ahead cum death,2020-11-28,point,4281.0
