forceast_date,location,quantile,target,target_end_date,type,value
2020-10-03,53,,1 wk ahead inc death,2020-10-10,point,62.0
2020-10-03,53,,1 wk ahead cum death,2020-10-10,point,2185.0
2020-10-03,53,,2 wk ahead inc death,2020-10-17,point,60.0
2020-10-03,53,,2 wk ahead cum death,2020-10-17,point,2245.0
2020-10-03,53,,3 wk ahead inc death,2020-10-24,point,56.0
2020-10-03,53,,3 wk ahead cum death,2020-10-24,point,2301.0
2020-10-03,53,,4 wk ahead inc death,2020-10-31,point,47.0
2020-10-03,53,,4 wk ahead cum death,2020-10-31,point,2348.0
2020-10-03,17,,1 wk ahead inc death,2020-10-10,point,174.0
2020-10-03,17,,1 wk ahead cum death,2020-10-10,point,9197.0
2020-10-03,17,,2 wk ahead inc death,2020-10-17,point,188.0
2020-10-03,17,,2 wk ahead cum death,2020-10-17,point,9385.0
2020-10-03,17,,3 wk ahead inc death,2020-10-24,point,165.0
2020-10-03,17,,3 wk ahead cum death,2020-10-24,point,9550.0
2020-10-03,17,,4 wk ahead inc death,2020-10-31,point,166.0
2020-10-03,17,,4 wk ahead cum death,2020-10-31,point,9716.0
2020-10-03,06,,1 wk ahead inc death,2020-10-10,point,648.0
2020-10-03,06,,1 wk ahead cum death,2020-10-10,point,16763.0
2020-10-03,06,,2 wk ahead inc death,2020-10-17,point,620.0
2020-10-03,06,,2 wk ahead cum death,2020-10-17,point,17383.0
2020-10-03,06,,3 wk ahead inc death,2020-10-24,point,558.0
2020-10-03,06,,3 wk ahead cum death,2020-10-24,point,17941.0
2020-10-03,06,,4 wk ahead inc death,2020-10-31,point,503.0
2020-10-03,06,,4 wk ahead cum death,2020-10-31,point,18444.0
2020-10-03,04,,1 wk ahead inc death,2020-10-10,point,212.0
2020-10-03,04,,1 wk ahead cum death,2020-10-10,point,5917.0
2020-10-03,04,,2 wk ahead inc death,2020-10-17,point,248.0
2020-10-03,04,,2 wk ahead cum death,2020-10-17,point,6165.0
2020-10-03,04,,3 wk ahead inc death,2020-10-24,point,225.0
2020-10-03,04,,3 wk ahead cum death,2020-10-24,point,6390.0
2020-10-03,04,,4 wk ahead inc death,2020-10-31,point,232.0
2020-10-03,04,,4 wk ahead cum death,2020-10-31,point,6622.0
2020-10-03,25,,1 wk ahead inc death,2020-10-10,point,121.0
2020-10-03,25,,1 wk ahead cum death,2020-10-10,point,9628.0
2020-10-03,25,,2 wk ahead inc death,2020-10-17,point,138.0
