,State,424,430,437,444,451
0,Washington,5174,40,35,30,27
1,Illinois,23357,210,179,153,131
2,California,57505,667,526,412,321
3,Arizona,16745,254,205,165,133
4,Massachusetts,16867,530,515,498,482
5,Wisconsin,7240,68,56,45,36
6,Texas,47346,538,408,304,224
7,Nebraska,2135,7,5,3,2
8,Utah,2062,4,2,1,1
9,Oregon,2363,35,31,28,25
10,Florida,32742,784,709,639,573
11,New York,49426,287,231,186,149
12,Rhode Island,2595,16,12,9,6
13,Georgia,18530,447,397,352,310
14,New Hampshire,1217,18,15,12,9
15,North Carolina,11820,245,204,169,139
16,New Jersey,24174,153,123,97,75
17,Colorado,6073,53,43,35,28
18,Maryland,8170,50,39,31,24
19,Nevada,5172,58,47,38,31
20,Tennessee,11709,27,17,11,7
21,Hawaii,453,7,6,5,5
22,Indiana,12946,45,31,21,14
23,Kentucky,5738,149,134,119,106
24,Minnesota,6850,38,32,27,22
25,Oklahoma,4788,162,147,134,121
26,Pennsylvania,24796,407,349,298,254
27,South Carolina,9007,235,200,169,141
28,District of Columbia,1050,6,5,4,3
29,Kansas,4798,215,206,197,188
30,Missouri,8718,110,92,75,62
31,Vermont,219,6,5,4,4
32,Virginia,10117,107,83,64,48
33,Connecticut,7832,44,34,25,19
34,Iowa,5675,120,109,99,90
35,Louisiana,9988,71,56,43,33
36,Ohio,18339,81,56,38,25
37,Michigan,16906,151,128,109,92
38,South Dakota,1923,14,13,11,10
39,Arkansas,5539,115,96,80,66
40,Delaware,1529,12,10,8,6
41,Mississippi,6956,21,16,12,9
42,New Mexico,3889,47,39,32,26
43,North Dakota,1492,5,4,3,3
44,Wyoming,693,16,14,13,12
45,Alaska,310,4,3,3,2
46,Maine,729,7,5,4,3
47,Alabama,10436,521,524,526,528
48,Idaho,1941,8,6,5,4
49,Montana,1414,6,5,4,3
50,Puerto Rico,2096,12,10,8,6
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN
53,West Virginia,2606,38,30,23,18
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
