,State,354,360,367,374,381
0,Washington,3698,177,219,217,154
1,Illinois,19293,963,1000,963,763
2,California,30004,2628,3176,3480,3149
3,Arizona,10141,863,948,1002,1034
4,Massachusetts,13151,496,551,568,472
5,Wisconsin,5570,241,276,289,264
6,Texas,30479,1467,1682,1762,1608
7,Nebraska,1760,151,130,107,55
8,Utah,1392,97,116,121,81
9,Oregon,1604,89,97,69,74
10,Florida,22912,830,1028,1108,1016
11,New York,39632,1153,1339,1370,1306
12,Rhode Island,1916,113,110,75,72
13,Georgia,11458,318,429,490,432
14,New Hampshire,869,67,64,52,47
15,North Carolina,7567,475,556,598,610
16,New Jersey,19854,595,641,641,573
17,Colorado,5208,292,313,303,239
18,Maryland,6272,281,301,303,245
19,Nevada,3467,213,232,177,188
20,Tennessee,7785,591,648,639,633
21,Hawaii,308,11,9,9,8
22,Indiana,8985,563,588,587,431
23,Kentucky,2901,197,202,161,159
24,Minnesota,5775,259,262,254,210
25,Oklahoma,2761,184,195,170,164
26,Pennsylvania,17717,1228,1259,1212,930
27,South Carolina,5811,364,402,430,430
28,District of Columbia,817,22,21,18,15
29,Kansas,3141,216,222,192,151
30,Missouri,6133,351,365,378,354
31,Vermont,156,18,16,11,6
32,Virginia,5383,253,308,330,305
33,Connecticut,6324,290,308,311,279
34,Iowa,4138,171,162,112,92
35,Louisiana,7873,245,282,293,252
36,Ohio,9627,516,597,624,518
37,Michigan,14145,750,746,725,698
38,South Dakota,1585,56,44,33,7
39,Arkansas,4043,249,243,189,171
40,Delaware,972,30,28,32,37
41,Mississippi,5167,228,233,231,173
42,New Mexico,2749,196,182,129,88
43,North Dakota,1352,48,39,38,32
44,Wyoming,489,55,42,43,39
45,Alaska,224,16,21,23,25
46,Maine,432,37,35,32,29
47,Alabama,5334,252,296,323,354
48,Idaho,1534,79,82,64,62
49,Montana,1056,74,81,87,76
50,Puerto Rico,1630,83,81,65,45
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,124,NaN,NaN,NaN,NaN
53,West Virginia,1582,175,151,134,81
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
