,Region,628,633
0,Belgium,,11208
1,Bulgaria,,14083
2,Czechia,,6077
3,Denmark,,4651
4,Germany,,60389
5,Estonia,,7086
6,Ireland,,8979
7,Greece,,15397
8,Spain,,7864
9,France,,32780
10,Croatia,,9064
11,Italy,,15698
12,Cyprus,,468
13,Latvia,,11901
14,Lithuania,,16276
15,Luxembourg,,651
16,Hungary,,4165
17,Malta,,187
18,Netherlands,,16536
19,Austria,,13260
20,Poland,,12466
21,Portugal,,3914
22,Romania,,104723
23,Slovenia,,5075
24,Slovakia,,11305
25,Finland,,3064
26,Sweden,,3266
27,United Kingdom,,267252
28,Iceland,,298
29,Liechtenstein,,7
30,Norway,,2487
31,Switzerland,,4106
