,Region,523,528
0,Belgium,,550
1,Bulgaria,,288
2,Czechia,,653
3,Denmark,,831
4,Germany,,2298
5,Estonia,,104
6,Ireland,,2158
7,Greece,,1810
8,Spain,,20729
9,France,,10361
10,Croatia,,380
11,Italy,,3529
12,Cyprus,,1612
13,Latvia,,158
14,Lithuania,,104
15,Luxembourg,,21
16,Hungary,,214
17,Malta,,22
18,Netherlands,,3030
19,Austria,,472
20,Poland,,518
21,Portugal,,10527
22,Romania,,248
23,Slovenia,,69
24,Slovakia,,170
25,Finland,,786
26,Sweden,,2435
27,United Kingdom,,120190
28,Iceland,,0
29,Liechtenstein,,7
30,Norway,,1198
31,Switzerland,,220
