,Region,495,500
0,Belgium,,10329
1,Bulgaria,,837
2,Czechia,,1592
3,Denmark,,6743
4,Germany,,14659
5,Estonia,,524
6,Ireland,,0
7,Greece,,10207
8,Spain,,24543
9,France,,50975
10,Croatia,,1201
11,Italy,,16703
12,Cyprus,,255
13,Latvia,,1411
14,Lithuania,,2029
15,Luxembourg,,24
16,Hungary,,1434
17,Malta,,20
18,Netherlands,,17453
19,Austria,,2368
20,Poland,,2802
21,Portugal,,3707
22,Romania,,826
23,Slovenia,,1460
24,Slovakia,,767
25,Finland,,795
26,Sweden,,4474
27,United Kingdom,,23656
28,Iceland,,1
29,Liechtenstein,,4
30,Norway,,2038
31,Switzerland,,3710
