,Region,677,682
0,Belgium,,143687
1,Bulgaria,,11884
2,Czechia,,147866
3,Denmark,,32512
4,Germany,,397523
5,Estonia,,2709
6,Ireland,,30375
7,Greece,,42839
8,Spain,,55642
9,France,,293157
10,Croatia,,27855
11,Italy,,96760
12,Cyprus,,2580
13,Latvia,,5030
14,Lithuania,,10861
15,Luxembourg,,2342
16,Hungary,,72118
17,Malta,,601
18,Netherlands,,165806
19,Austria,,85421
20,Poland,,171503
21,Portugal,,23724
22,Romania,,8819
23,Slovenia,,12730
24,Slovakia,,81662
25,Finland,,7387
26,Sweden,,10585
27,United Kingdom,,300689
28,Iceland,,778
29,Liechtenstein,,280
30,Norway,,19034
31,Switzerland,,51366
