,Region,558,563
0,Belgium,,9720
1,Bulgaria,,1510
2,Czechia,,1005
3,Denmark,,6494
4,Germany,,19881
5,Estonia,,1482
6,Ireland,,9613
7,Greece,,18723
8,Spain,,134194
9,France,,176901
10,Croatia,,1138
11,Italy,,43672
12,Cyprus,,3643
13,Latvia,,449
14,Lithuania,,2546
15,Luxembourg,,214
16,Hungary,,371
17,Malta,,464
18,Netherlands,,13857
19,Austria,,3843
20,Poland,,903
21,Portugal,,14762
22,Romania,,1258
23,Slovenia,,699
24,Slovakia,,392
25,Finland,,5085
26,Sweden,,3614
27,United Kingdom,,150180
28,Iceland,,1009
29,Liechtenstein,,3
30,Norway,,2356
31,Switzerland,,5316
