,Region,635,640
0,Belgium,,14367
1,Bulgaria,,20822
2,Czechia,,12429
3,Denmark,,5461
4,Germany,,64845
5,Estonia,,8919
6,Ireland,,12735
7,Greece,,17565
8,Spain,,6461
9,France,,27797
10,Croatia,,10495
11,Italy,,16084
12,Cyprus,,1064
13,Latvia,,17180
14,Lithuania,,18020
15,Luxembourg,,575
16,Hungary,,6004
17,Malta,,94
18,Netherlands,,29084
19,Austria,,16274
20,Poland,,20746
21,Portugal,,4122
22,Romania,,110645
23,Slovenia,,6491
24,Slovakia,,15418
25,Finland,,4256
26,Sweden,,3264
27,United Kingdom,,333788
28,Iceland,,253
29,Liechtenstein,,18
30,Norway,,2166
31,Switzerland,,4066
