,Region,446,451
0,Belgium,,19580
1,Bulgaria,,14230
2,Czechia,,21462
3,Denmark,,4607
4,Germany,,111751
5,Estonia,,4079
6,Ireland,,2239
7,Greece,,17160
8,Spain,,45619
9,France,,437262
10,Croatia,,14624
11,Italy,,88491
12,Cyprus,,3867
13,Latvia,,3506
14,Lithuania,,7515
15,Luxembourg,,958
16,Hungary,,27655
17,Malta,,412
18,Netherlands,,51459
19,Austria,,16747
20,Poland,,136412
21,Portugal,,4580
22,Romania,,26689
23,Slovenia,,6611
24,Slovakia,,3977
25,Finland,,1815
26,Sweden,,37818
27,United Kingdom,,11123
28,Iceland,,26
29,Liechtenstein,,98
30,Norway,,5118
31,Switzerland,,9871
