,Region,788,794
0,Belgium,,69770
1,Bulgaria,,10319
2,Czechia,,67087
3,Denmark,,30312
4,Germany,,1590213
5,Estonia,,7976
6,Ireland,,44892
7,Greece,,169812
8,Spain,,93579
9,France,,738940
10,Croatia,,12642
11,Italy,,597829
12,Cyprus,,28569
13,Latvia,,20986
14,Lithuania,,28427
15,Luxembourg,,7858
16,Hungary,,2785
17,Malta,,1967
18,Netherlands,,310846
19,Austria,,363085
20,Poland,,69395
21,Portugal,,58525
22,Romania,,30666
23,Slovenia,,20849
24,Slovakia,,68683
25,Finland,,70787
26,Sweden,,6761
27,United Kingdom,,713658
28,Iceland,,9067
29,Liechtenstein,,1239
30,Norway,,18154
31,Switzerland,,235607
