,Region,509,514
0,Belgium,,3149
1,Bulgaria,,433
2,Czechia,,887
3,Denmark,,1714
4,Germany,,11365
5,Estonia,,198
6,Ireland,,2031
7,Greece,,3339
8,Spain,,23217
9,France,,13258
10,Croatia,,564
11,Italy,,9235
12,Cyprus,,458
13,Latvia,,794
14,Lithuania,,585
15,Luxembourg,,102
16,Hungary,,493
17,Malta,,2
18,Netherlands,,5694
19,Austria,,1401
20,Poland,,1750
21,Portugal,,5328
22,Romania,,523
23,Slovenia,,649
24,Slovakia,,432
25,Finland,,363
26,Sweden,,1297
27,United Kingdom,,57385
28,Iceland,,0
29,Liechtenstein,,0
30,Norway,,833
31,Switzerland,,1136
