,Region,670,675
0,Belgium,,75564
1,Bulgaria,,12606
2,Czechia,,131225
3,Denmark,,30579
4,Germany,,376424
5,Estonia,,3693
6,Ireland,,36969
7,Greece,,45008
8,Spain,,34522
9,France,,154315
10,Croatia,,34696
11,Italy,,74737
12,Cyprus,,2430
13,Latvia,,3350
14,Lithuania,,9151
15,Luxembourg,,1652
16,Hungary,,60108
17,Malta,,651
18,Netherlands,,165135
19,Austria,,110772
20,Poland,,156706
21,Portugal,,17115
22,Romania,,10248
23,Slovenia,,22661
24,Slovakia,,78116
25,Finland,,7056
26,Sweden,,6535
27,United Kingdom,,301168
28,Iceland,,1255
29,Liechtenstein,,249
30,Norway,,15842
31,Switzerland,,33065
