,Region,823,829
0,Belgium,,10100
1,Bulgaria,,3360
2,Czechia,,9914
3,Denmark,,10374
4,Germany,,836185
5,Estonia,,2259
6,Ireland,,6252
7,Greece,,28622
8,Spain,,41
9,France,,478743
10,Croatia,,2425
11,Italy,,483685
12,Cyprus,,2887
13,Latvia,,2856
14,Lithuania,,4097
15,Luxembourg,,2184
16,Hungary,,7816
17,Malta,,1317
18,Netherlands,,15078
19,Austria,,39575
20,Poland,,3830
21,Portugal,,66586
22,Romania,,4346
23,Slovenia,,6369
24,Slovakia,,7981
25,Finland,,63091
26,Sweden,,1119
27,United Kingdom,,104604
28,Iceland,,2159
29,Liechtenstein,,86
30,Norway,,3013
31,Switzerland,,97
