,Region,621,626
0,Belgium,,10685
1,Bulgaria,,12004
2,Czechia,,5022
3,Denmark,,3353
4,Germany,,55706
5,Estonia,,5279
6,Ireland,,9109
7,Greece,,14151
8,Spain,,9391
9,France,,27111
10,Croatia,,9125
11,Italy,,18306
12,Cyprus,,612
13,Latvia,,8564
14,Lithuania,,14100
15,Luxembourg,,572
16,Hungary,,3230
17,Malta,,92
18,Netherlands,,11783
19,Austria,,14416
20,Poland,,8630
21,Portugal,,3425
22,Romania,,86572
23,Slovenia,,6030
24,Slovakia,,9205
25,Finland,,3063
26,Sweden,,3298
27,United Kingdom,,234566
28,Iceland,,172
29,Liechtenstein,,1
30,Norway,,2536
31,Switzerland,,4322
