,Region,488,493
0,Belgium,,11565
1,Bulgaria,,947
2,Czechia,,2861
3,Denmark,,6541
4,Germany,,37358
5,Estonia,,1076
6,Ireland,,305
7,Greece,,10442
8,Spain,,19354
9,France,,22308
10,Croatia,,2043
11,Italy,,22622
12,Cyprus,,361
13,Latvia,,2108
14,Lithuania,,3731
15,Luxembourg,,426
16,Hungary,,2265
17,Malta,,20
18,Netherlands,,22564
19,Austria,,2898
20,Poland,,5507
21,Portugal,,3200
22,Romania,,1790
23,Slovenia,,1564
24,Slovakia,,844
25,Finland,,1459
26,Sweden,,11937
27,United Kingdom,,16205
28,Iceland,,4
29,Liechtenstein,,14
30,Norway,,3779
31,Switzerland,,5005
