,Region,579,584
0,Belgium,,12973
1,Bulgaria,,8674
2,Czechia,,1263
3,Denmark,,6444
4,Germany,,55586
5,Estonia,,1894
6,Ireland,,12182
7,Greece,,21100
8,Spain,,39245
9,France,,136424
10,Croatia,,3234
11,Italy,,44499
12,Cyprus,,1809
13,Latvia,,1093
14,Lithuania,,3955
15,Luxembourg,,228
16,Hungary,,553
17,Malta,,411
18,Netherlands,,17683
19,Austria,,9323
20,Poland,,1349
21,Portugal,,15586
22,Romania,,4591
23,Slovenia,,2565
24,Slovakia,,584
25,Finland,,4326
26,Sweden,,6582
27,United Kingdom,,241547
28,Iceland,,533
29,Liechtenstein,,95
30,Norway,,4631
31,Switzerland,,20578
