,Region,432,437
0,Belgium,,38007
1,Bulgaria,,23537
2,Czechia,,38072
3,Denmark,,3994
4,Germany,,107177
5,Estonia,,6433
6,Ireland,,4376
7,Greece,,14823
8,Spain,,32730
9,France,,291836
10,Croatia,,11307
11,Italy,,140111
12,Cyprus,,2195
13,Latvia,,3250
14,Lithuania,,5570
15,Luxembourg,,1485
16,Hungary,,66830
17,Malta,,297
18,Netherlands,,56960
19,Austria,,22024
20,Poland,,219330
21,Portugal,,2365
22,Romania,,41807
23,Slovenia,,6887
24,Slovakia,,7539
25,Finland,,3911
26,Sweden,,33229
27,United Kingdom,,34400
28,Iceland,,76
29,Liechtenstein,,42
30,Norway,,5681
31,Switzerland,,11020
