,Region,586,591
0,Belgium,,12271
1,Bulgaria,,10799
2,Czechia,,1305
3,Denmark,,6499
4,Germany,,68384
5,Estonia,,2592
6,Ireland,,12072
7,Greece,,19985
8,Spain,,42300
9,France,,97966
10,Croatia,,3716
11,Italy,,44961
12,Cyprus,,1478
13,Latvia,,1571
14,Lithuania,,3994
15,Luxembourg,,568
16,Hungary,,801
17,Malta,,267
18,Netherlands,,18045
19,Austria,,10861
20,Poland,,1542
21,Portugal,,14245
22,Romania,,7312
23,Slovenia,,3379
24,Slovakia,,760
25,Finland,,4048
26,Sweden,,6764
27,United Kingdom,,244147
28,Iceland,,557
29,Liechtenstein,,24
30,Norway,,9589
31,Switzerland,,17755
