,Region,795,801
0,Belgium,,102143
1,Bulgaria,,7779
2,Czechia,,51388
3,Denmark,,27871
4,Germany,,758892
5,Estonia,,7646
6,Ireland,,53287
7,Greece,,141743
8,Spain,,142631
9,France,,1015713
10,Croatia,,9823
11,Italy,,564456
12,Cyprus,,36094
13,Latvia,,14612
14,Lithuania,,19065
15,Luxembourg,,10296
16,Hungary,,17122
17,Malta,,3007
18,Netherlands,,191265
19,Austria,,284395
20,Poland,,44592
21,Portugal,,72727
22,Romania,,25524
23,Slovenia,,22152
24,Slovakia,,58570
25,Finland,,49736
26,Sweden,,6501
27,United Kingdom,,719192
28,Iceland,,3966
29,Liechtenstein,,604
30,Norway,,12212
31,Switzerland,,150306
