,Region,760,766
0,Belgium,,35080
1,Bulgaria,,22726
2,Czechia,,41444
3,Denmark,,236819
4,Germany,,1178973
5,Estonia,,36236
6,Ireland,,27756
7,Greece,,121509
8,Spain,,104263
9,France,,383626
10,Croatia,,15503
11,Italy,,278052
12,Cyprus,,13910
13,Latvia,,65732
14,Lithuania,,35702
15,Luxembourg,,1449
16,Hungary,,28825
17,Malta,,465
18,Netherlands,,305805
19,Austria,,198509
20,Poland,,90697
21,Portugal,,59712
22,Romania,,69248
23,Slovenia,,18495
24,Slovakia,,131919
25,Finland,,23465
26,Sweden,,2640
27,United Kingdom,,354385
28,Iceland,,18525
29,Liechtenstein,,370
30,Norway,,85373
31,Switzerland,,79629
