,Region,698,703
0,Belgium,,43951
1,Bulgaria,,7340
2,Czechia,,47919
3,Denmark,,73876
4,Germany,,205491
5,Estonia,,3847
6,Ireland,,32689
7,Greece,,26070
8,Spain,,204391
9,France,,377392
10,Croatia,,17686
11,Italy,,187235
12,Cyprus,,4523
13,Latvia,,5238
14,Lithuania,,10689
15,Luxembourg,,2397
16,Hungary,,20219
17,Malta,,1779
18,Netherlands,,80723
19,Austria,,14270
20,Poland,,105163
21,Portugal,,30677
22,Romania,,3375
23,Slovenia,,7063
24,Slovakia,,27332
25,Finland,,12260
26,Sweden,,22989
27,United Kingdom,,627959
28,Iceland,,1067
29,Liechtenstein,,299
30,Norway,,33540
31,Switzerland,,55643
