,Region,767,773
0,Belgium,,19569
1,Bulgaria,,14399
2,Czechia,,56077
3,Denmark,,122085
4,Germany,,1057055
5,Estonia,,25425
6,Ireland,,21841
7,Greece,,93245
8,Spain,,138861
9,France,,342411
10,Croatia,,7973
11,Italy,,263330
12,Cyprus,,10977
13,Latvia,,64075
14,Lithuania,,30779
15,Luxembourg,,3250
16,Hungary,,19101
17,Malta,,455
18,Netherlands,,20472
19,Austria,,173610
20,Poland,,72876
21,Portugal,,45226
22,Romania,,42707
23,Slovenia,,7807
24,Slovakia,,95499
25,Finland,,31149
26,Sweden,,8982
27,United Kingdom,,203254
28,Iceland,,23010
29,Liechtenstein,,631
30,Norway,,88957
31,Switzerland,,62297
