,Region,753,759
0,Belgium,,82313
1,Bulgaria,,30584
2,Czechia,,167469
3,Denmark,,355087
4,Germany,,1413963
5,Estonia,,40921
6,Ireland,,33481
7,Greece,,124402
8,Spain,,237573
9,France,,803457
10,Croatia,,22989
11,Italy,,369356
12,Cyprus,,14208
13,Latvia,,77688
14,Lithuania,,58605
15,Luxembourg,,5111
16,Hungary,,53784
17,Malta,,771
18,Netherlands,,804449
19,Austria,,233018
20,Poland,,168407
21,Portugal,,95085
22,Romania,,133191
23,Slovenia,,56472
24,Slovakia,,169507
25,Finland,,58401
26,Sweden,,54062
27,United Kingdom,,516796
28,Iceland,,14059
29,Liechtenstein,,772
30,Norway,,152937
31,Switzerland,,138591
