,Region,705,710
0,Belgium,,21785
1,Bulgaria,,8155
2,Czechia,,24099
3,Denmark,,74101
4,Germany,,130801
5,Estonia,,4576
6,Ireland,,68741
7,Greece,,42184
8,Spain,,388344
9,France,,473936
10,Croatia,,13632
11,Italy,,305312
12,Cyprus,,6782
13,Latvia,,3916
14,Lithuania,,7481
15,Luxembourg,,2631
16,Hungary,,9092
17,Malta,,5112
18,Netherlands,,73211
19,Austria,,10712
20,Poland,,58064
21,Portugal,,57978
22,Romania,,3846
23,Slovenia,,6487
24,Slovakia,,12035
25,Finland,,18246
26,Sweden,,29649
27,United Kingdom,,700439
28,Iceland,,2082
29,Liechtenstein,,254
30,Norway,,19633
31,Switzerland,,47034
