,County,459,465,472,479,486,493,500
0,01001,NaN,58,72,88,106,129,153
1,01003,NaN,123,168,221,295,391,540
2,01005,NaN,3,5,5,5,7,7
3,01007,NaN,0,0,0,0,0,0
4,01009,NaN,36,41,47,52,62,67
5,01011,NaN,0,0,0,0,0,0
6,01013,NaN,0,0,0,0,0,0
7,01015,NaN,72,78,93,116,156,223
8,01017,NaN,0,0,0,0,0,0
9,01019,NaN,0,0,0,0,0,0
10,01021,NaN,34,49,67,88,117,152
11,01023,NaN,12,12,10,9,8,7
12,01025,NaN,0,0,0,0,0,0
13,01027,NaN,0,0,0,0,0,0
14,01029,NaN,0,0,0,0,0,0
15,01031,NaN,14,16,19,20,23,29
16,01033,NaN,21,20,20,21,21,27
17,01035,NaN,0,0,0,0,0,0
18,01037,NaN,0,0,0,0,0,0
19,01039,NaN,0,0,0,0,0,0
20,01041,NaN,,,,,,NaN
21,01043,NaN,32,25,23,21,20,18
22,01045,NaN,0,0,0,0,0,0
23,01047,NaN,0,0,0,0,0,0
24,01049,NaN,14,14,13,13,14,14
25,01051,NaN,7,1,0,0,0,0
26,01053,NaN,0,0,0,0,0,0
27,01055,NaN,7,7,8,9,11,10
28,01057,NaN,5,2,0,0,0,0
29,01059,NaN,0,0,0,0,0,0
30,01061,NaN,0,0,0,0,0,0
31,01063,NaN,0,0,0,0,0,0
32,01065,NaN,0,0,0,0,0,0
33,01067,NaN,0,0,0,0,0,0
34,01069,NaN,28,32,34,37,43,51
35,01071,NaN,14,8,9,10,14,14
36,01073,NaN,221,267,316,371,451,540
37,01075,NaN,0,0,0,0,0,0
38,01077,NaN,40,41,42,43,44,53
39,01079,NaN,0,0,0,0,0,0
40,01081,NaN,140,199,277,402,583,836
41,01083,NaN,31,25,22,21,20,19
42,01085,NaN,7,1,0,0,0,0
43,01087,NaN,7,7,11,15,16,17
44,01089,NaN,251,274,305,341,398,456
45,01091,NaN,0,0,0,0,0,0
46,01093,NaN,0,0,0,0,0,0
47,01095,NaN,62,66,71,78,89,97
48,01097,NaN,284,367,494,674,940,1318
49,01099,NaN,0,0,0,0,0,0
50,01101,NaN,87,72,61,51,46,41
51,01103,NaN,7,7,6,7,7,7
52,01105,NaN,0,0,0,0,0,0
53,01107,NaN,0,0,0,0,0,0
54,01109,NaN,0,0,0,0,0,0
55,01111,NaN,0,0,1,7,7,7
56,01113,NaN,24,21,23,23,22,22
57,01115,NaN,56,62,71,84,106,133
58,01117,NaN,44,46,52,61,73,92
59,01119,NaN,0,0,0,0,0,0
60,01121,NaN,0,0,0,0,0,3
61,01123,NaN,0,0,0,0,0,0
62,01125,NaN,97,97,103,104,113,118
63,01127,NaN,16,14,14,13,14,13
64,01129,NaN,4,0,0,0,0,0
65,01131,NaN,12,7,4,1,0,0
66,01133,NaN,0,0,0,0,0,0
67,02013,NaN,0,0,0,0,0,0
68,02016,NaN,6,0,0,0,0,0
69,02020,NaN,175,92,46,23,10,5
70,02050,NaN,,,,,,NaN
71,02060,NaN,0,0,0,0,0,0
72,02068,NaN,0,0,0,0,0,0
73,02070,NaN,3,0,0,0,0,0
74,02090,NaN,171,287,438,642,902,1183
75,02100,NaN,0,0,0,0,0,0
76,02105,NaN,0,0,0,0,0,0
77,02110,NaN,0,0,0,0,0,0
78,02122,NaN,36,35,31,28,25,22
79,02130,NaN,,,,,,NaN
80,02150,NaN,,,,,,NaN
81,02158,NaN,0,0,0,0,0,0
82,02164,NaN,0,0,0,0,0,0
83,02170,NaN,177,146,118,95,73,60
84,02180,NaN,0,0,0,0,0,0
