,County,733,738,745,752,759
0,01001,NaN,868,866,866,866
1,01003,NaN,3476,3435,3434,3434
2,01005,NaN,344,340,340,340
3,01007,NaN,444,438,438,438
4,01009,NaN,1018,1014,1014,1014
5,01011,NaN,,,,NaN
6,01013,NaN,329,328,328,328
7,01015,NaN,1851,1830,1829,1829
8,01017,NaN,484,478,478,478
9,01019,NaN,347,340,340,340
10,01021,NaN,779,772,771,771
11,01023,NaN,,,,NaN
12,01025,NaN,451,443,443,443
13,01027,NaN,,,,NaN
14,01029,NaN,182,180,180,180
15,01031,NaN,811,802,802,802
16,01033,NaN,1405,1378,1378,1378
17,01035,NaN,215,213,213,213
18,01037,NaN,,,,NaN
19,01039,NaN,641,635,635,635
20,01041,NaN,,,,NaN
21,01043,NaN,1790,1769,1769,1769
22,01045,NaN,660,653,653,653
23,01047,NaN,572,565,565,565
24,01049,NaN,1246,1229,1229,1229
25,01051,NaN,1313,1300,1300,1300
26,01053,NaN,617,610,609,609
27,01055,NaN,1870,1849,1849,1849
28,01057,NaN,,,,NaN
29,01059,NaN,864,853,852,852
30,01061,NaN,339,336,336,336
31,01063,NaN,152,152,152,152
32,01065,NaN,,,,NaN
33,01067,NaN,,,,NaN
34,01069,NaN,1501,1484,1484,1484
35,01071,NaN,907,893,892,892
36,01073,NaN,12151,12007,12004,12004
37,01075,NaN,,,,NaN
38,01077,NaN,1804,1777,1776,1776
39,01079,NaN,677,669,669,669
40,01081,NaN,2198,2168,2168,2168
41,01083,NaN,1664,1641,1640,1640
42,01085,NaN,155,154,154,154
43,01087,NaN,254,251,251,251
44,01089,NaN,5702,5614,5612,5612
45,01091,NaN,333,330,330,330
46,01093,NaN,655,647,647,647
47,01095,NaN,1963,1944,1944,1944
48,01097,NaN,6936,6845,6843,6843
49,01099,NaN,361,356,355,355
50,01101,NaN,2973,2953,2953,2953
51,01103,NaN,2582,2537,2536,2536
52,01105,NaN,,,,NaN
53,01107,NaN,411,405,405,405
54,01109,NaN,440,436,436,436
55,01111,NaN,320,316,316,316
56,01113,NaN,536,533,533,533
57,01115,NaN,1677,1657,1656,1656
58,01117,NaN,3899,3848,3847,3847
59,01119,NaN,192,189,189,189
60,01121,NaN,1393,1373,1373,1373
61,01123,NaN,753,740,740,740
62,01125,NaN,4357,4306,4305,4305
63,01127,NaN,1422,1410,1410,1410
64,01129,NaN,,,,NaN
65,01131,NaN,,,,NaN
66,01133,NaN,561,553,553,553
67,02013,NaN,,,,NaN
68,02016,NaN,,,,NaN
69,02020,NaN,,,,NaN
70,02050,NaN,,,,NaN
71,02060,NaN,,,,NaN
72,02068,NaN,,,,NaN
73,02070,NaN,,,,NaN
74,02090,NaN,,,,NaN
75,02100,NaN,,,,NaN
76,02105,NaN,,,,NaN
77,02110,NaN,,,,NaN
78,02122,NaN,,,,NaN
79,02130,NaN,,,,NaN
80,02150,NaN,,,,NaN
81,02158,NaN,,,,NaN
82,02164,NaN,,,,NaN
83,02170,NaN,,,,NaN
84,02180,NaN,,,,NaN
85,02185,NaN,,,,NaN
86,02188,NaN,,,,NaN
87,02195,NaN,,,,NaN
88,02198,NaN,,,,NaN
89,02220,NaN,,,,NaN
90,02230,NaN,,,,NaN
91,02240,NaN,,,,NaN
92,02261,NaN,,,,NaN
93,02275,NaN,,,,NaN
94,02282,NaN,,,,NaN
95,02290,NaN,,,,NaN
96,04001,NaN,1047,1048,1048,1048
97,04003,NaN,1650,1634,1634,1634
98,04005,NaN,2087,2063,2063,2063
99,04007,NaN,748,742,741,741
100,04009,NaN,547,542,542,542
101,04011,NaN,,,,NaN
102,04012,NaN,289,287,287,287
103,04013,NaN,69935,69497,69489,69488
104,04015,NaN,3159,3119,3118,3118
105,04017,NaN,1720,1706,1706,1706
106,04019,NaN,14784,14698,14696,14696
107,04021,NaN,7575,7530,7529,7529
108,04023,NaN,931,919,918,918
109,04025,NaN,2192,2189,2188,2188
110,04027,NaN,3215,3169,3168,3168
111,05001,NaN,268,263,263,263
112,05003,NaN,249,246,246,246
113,05005,NaN,412,411,411,411
114,05007,NaN,3525,3499,3499,3499
115,05009,NaN,441,438,438,438
116,05011,NaN,,,,NaN
117,05013,NaN,,,,NaN
118,05015,NaN,295,294,294,294
119,05017,NaN,113,113,113,113
120,05019,NaN,243,242,242,242
121,05021,NaN,,,,NaN
122,05023,NaN,328,325,325,325
123,05025,NaN,,,,NaN
124,05027,NaN,238,236,236,236
125,05029,NaN,278,274,274,274
126,05031,NaN,1545,1532,1532,1532
127,05033,NaN,855,847,847,847
128,05035,NaN,561,559,559,559
129,05037,NaN,237,234,234,234
130,05039,NaN,,,,NaN
131,05041,NaN,139,137,137,137
132,05043,NaN,216,215,215,215
133,05045,NaN,1945,1921,1920,1920
134,05047,NaN,190,189,189,189
135,05049,NaN,,,,NaN
136,05051,NaN,996,996,996,996
137,05053,NaN,219,218,218,218
138,05055,NaN,658,650,650,650
139,05057,NaN,249,248,248,248
140,05059,NaN,510,507,507,507
141,05061,NaN,,,,NaN
142,05063,NaN,537,532,532,532
143,05065,NaN,,,,NaN
144,05067,NaN,219,217,217,217
145,05069,NaN,1070,1065,1065,1065
146,05071,NaN,412,408,408,408
147,05073,NaN,,,,NaN
148,05075,NaN,264,263,263,263
149,05077,NaN,,,,NaN
150,05079,NaN,,,,NaN
151,05081,NaN,,,,NaN
152,05083,NaN,,,,NaN
153,05085,NaN,1078,1070,1070,1070
154,05087,NaN,203,201,201,201
155,05089,NaN,,,,NaN
156,05091,NaN,484,482,482,482
157,05093,NaN,508,505,505,505
158,05095,NaN,99,97,97,97
159,05097,NaN,,,,NaN
160,05099,NaN,,,,NaN
161,05101,NaN,,,,NaN
162,05103,NaN,254,252,252,252
163,05105,NaN,,,,NaN
164,05107,NaN,,,,NaN
165,05109,NaN,,,,NaN
166,05111,NaN,310,307,307,307
167,05113,NaN,,,,NaN
168,05115,NaN,1025,1017,1017,1017
169,05117,NaN,116,115,115,115
170,05119,NaN,5457,5427,5427,5427
171,05121,NaN,,,,NaN
172,05123,NaN,353,351,351,351
173,05125,NaN,1604,1589,1589,1589
174,05127,NaN,,,,NaN
175,05129,NaN,,,,NaN
176,05131,NaN,1660,1650,1650,1650
177,05133,NaN,,,,NaN
178,05135,NaN,,,,NaN
179,05137,NaN,,,,NaN
180,05139,NaN,493,491,491,491
181,05141,NaN,170,169,169,169
182,05143,NaN,3691,3667,3666,3666
183,05145,NaN,1130,1119,1118,1118
184,05147,NaN,,,,NaN
185,05149,NaN,363,359,359,359
186,06001,NaN,21205,20989,20985,20985
187,06003,NaN,,,,NaN
188,06005,NaN,407,406,406,406
189,06007,NaN,1926,1910,1909,1909
190,06009,NaN,452,448,448,448
191,06011,NaN,183,184,184,184
192,06013,NaN,14764,14659,14657,14657
193,06015,NaN,221,222,222,222
194,06017,NaN,1769,1759,1759,1759
195,06019,NaN,15321,15173,15170,15170
196,06021,NaN,287,287,287,287
197,06023,NaN,985,974,974,974
198,06025,NaN,3518,3512,3512,3512
199,06027,NaN,216,213,213,213
200,06029,NaN,13241,13195,13194,13194
201,06031,NaN,3015,2994,2994,2994
202,06033,NaN,522,523,523,523
203,06035,NaN,336,333,333,333
204,06037,NaN,184377,181538,181481,181481
205,06039,NaN,2320,2306,2306,2306
206,06041,NaN,2570,2555,2554,2554
207,06043,NaN,154,153,153,153
208,06045,NaN,762,756,756,756
209,06047,NaN,4207,4182,4181,4181
210,06049,NaN,,,,NaN
211,06051,NaN,179,177,177,177
212,06053,NaN,4095,4089,4089,4089
213,06055,NaN,1835,1808,1807,1807
214,06057,NaN,998,987,987,987
215,06059,NaN,37948,37467,37458,37458
216,06061,NaN,4307,4271,4270,4270
217,06063,NaN,,,,NaN
218,06065,NaN,38978,38563,38555,38555
219,06067,NaN,18842,18666,18662,18662
220,06069,NaN,803,798,798,798
221,06071,NaN,33908,33579,33572,33572
222,06073,NaN,50609,49890,49875,49875
223,06075,NaN,9133,9024,9022,9022
224,06077,NaN,11628,11538,11536,11536
225,06079,NaN,3199,3164,3163,3163
226,06081,NaN,9371,9291,9290,9290
227,06083,NaN,5765,5706,5705,5705
228,06085,NaN,20370,20059,20053,20053
229,06087,NaN,2930,2884,2883,2883
230,06089,NaN,1524,1512,1512,1512
231,06091,NaN,,,,NaN
232,06093,NaN,241,242,242,242
233,06095,NaN,5403,5371,5370,5370
234,06097,NaN,5977,5902,5901,5901
235,06099,NaN,8676,8672,8672,8672
236,06101,NaN,1114,1110,1110,1110
237,06103,NaN,610,608,608,608
238,06105,NaN,,,,NaN
239,06107,NaN,7233,7192,7191,7191
240,06109,NaN,599,591,591,591
241,06111,NaN,11178,11026,11023,11023
242,06113,NaN,2411,2387,2387,2387
243,06115,NaN,897,892,892,892
244,08001,NaN,5633,5622,5622,5622
245,08003,NaN,236,235,235,235
246,08005,NaN,6573,6541,6540,6540
247,08007,NaN,148,147,147,147
248,08009,NaN,,,,NaN
249,08011,NaN,,,,NaN
250,08013,NaN,3286,3250,3249,3249
251,08014,NaN,681,674,674,674
252,08015,NaN,175,175,175,175
253,08017,NaN,,,,NaN
254,08019,NaN,87,86,86,86
255,08021,NaN,,,,NaN
256,08023,NaN,,,,NaN
257,08025,NaN,,,,NaN
258,08027,NaN,,,,NaN
259,08029,NaN,231,230,230,230
260,08031,NaN,7592,7554,7553,7553
261,08033,NaN,,,,NaN
262,08035,NaN,3467,3433,3432,3432
263,08037,NaN,512,511,511,511
264,08039,NaN,234,233,233,233
265,08041,NaN,9117,9047,9045,9045
266,08043,NaN,458,453,453,453
267,08045,NaN,666,662,662,662
268,08047,NaN,,,,NaN
269,08049,NaN,121,121,121,121
270,08051,NaN,155,154,154,154
271,08053,NaN,,,,NaN
272,08055,NaN,,,,NaN
273,08057,NaN,,,,NaN
274,08059,NaN,5806,5766,5766,5766
275,08061,NaN,,,,NaN
276,08063,NaN,70,70,70,70
277,08065,NaN,,,,NaN
278,08067,NaN,542,534,533,533
279,08069,NaN,3654,3617,3616,3616
280,08071,NaN,140,139,139,139
281,08073,NaN,64,62,62,62
282,08075,NaN,273,272,272,272
283,08077,NaN,1471,1449,1448,1448
284,08079,NaN,,,,NaN
285,08081,NaN,,,,NaN
286,08083,NaN,233,231,231,231
287,08085,NaN,367,367,367,367
288,08087,NaN,253,252,252,252
289,08089,NaN,,,,NaN
290,08091,NaN,,,,NaN
291,08093,NaN,125,125,125,125
292,08095,NaN,,,,NaN
293,08097,NaN,174,172,172,172
294,08099,NaN,,,,NaN
295,08101,NaN,2045,2023,2023,2023
296,08103,NaN,,,,NaN
297,08105,NaN,,,,NaN
298,08107,NaN,228,227,227,227
299,08109,NaN,,,,NaN
300,08111,NaN,,,,NaN
301,08113,NaN,65,65,65,65
302,08115,NaN,,,,NaN
