,Region,781,787
0,Belgium,,63
1,Bulgaria,,170
2,Czechia,,168
3,Denmark,,357
4,Germany,,1426
5,Estonia,,59
6,Ireland,,68
7,Greece,,331
8,Spain,,33
9,France,,707
10,Croatia,,85
11,Italy,,755
12,Cyprus,,36
13,Latvia,,74
14,Lithuania,,127
15,Luxembourg,,2
16,Hungary,,275
17,Malta,,5
18,Netherlands,,96
19,Austria,,158
20,Poland,,622
21,Portugal,,111
22,Romania,,262
23,Slovenia,,51
24,Slovakia,,216
25,Finland,,318
26,Sweden,,184
27,United Kingdom,,738
28,Iceland,,14
29,Liechtenstein,,0
30,Norway,,200
31,Switzerland,,128
