,Region,719,724
0,Belgium,,71
1,Bulgaria,,440
2,Czechia,,304
3,Denmark,,99
4,Germany,,1549
5,Estonia,,12
6,Ireland,,49
7,Greece,,471
8,Spain,,486
9,France,,1506
10,Croatia,,236
11,Italy,,1501
12,Cyprus,,22
13,Latvia,,97
14,Lithuania,,123
15,Luxembourg,,3
16,Hungary,,321
17,Malta,,12
18,Netherlands,,72
19,Austria,,75
20,Poland,,2003
21,Portugal,,92
22,Romania,,190
23,Slovenia,,42
24,Slovakia,,207
25,Finland,,92
26,Sweden,,39
27,United Kingdom,,1399
28,Iceland,,1
29,Liechtenstein,,1
30,Norway,,34
31,Switzerland,,139
