,Region,453,458
0,Belgium,,326
1,Bulgaria,,726
2,Czechia,,359
3,Denmark,,21
4,Germany,,1304
5,Estonia,,50
6,Ireland,,70
7,Greece,,615
8,Spain,,635
9,France,,3067
10,Croatia,,279
11,Italy,,2264
12,Cyprus,,27
13,Latvia,,67
14,Lithuania,,73
15,Luxembourg,,23
16,Hungary,,1545
17,Malta,,6
18,Netherlands,,149
19,Austria,,195
20,Poland,,3384
21,Portugal,,19
22,Romania,,1103
23,Slovenia,,44
24,Slovakia,,510
25,Finland,,21
26,Sweden,,152
27,United Kingdom,,113
28,Iceland,,0
29,Liechtenstein,,0
30,Norway,,23
31,Switzerland,,38
