,Region,474,479
0,Belgium,,245
1,Bulgaria,,359
2,Czechia,,214
3,Denmark,,2
4,Germany,,1387
5,Estonia,,34
6,Ireland,,12
7,Greece,,499
8,Spain,,424
9,France,,1251
10,Croatia,,308
11,Italy,,1389
12,Cyprus,,26
13,Latvia,,67
14,Lithuania,,68
15,Luxembourg,,0
16,Hungary,,491
17,Malta,,2
18,Netherlands,,133
19,Austria,,96
20,Poland,,1734
21,Portugal,,15
22,Romania,,506
23,Slovenia,,21
24,Slovakia,,204
25,Finland,,4
26,Sweden,,98
27,United Kingdom,,21
28,Iceland,,0
29,Liechtenstein,,1
30,Norway,,3
31,Switzerland,,87
