,Region,460,465
0,Belgium,,297
1,Bulgaria,,607
2,Czechia,,410
3,Denmark,,22
4,Germany,,1476
5,Estonia,,38
6,Ireland,,49
7,Greece,,536
8,Spain,,507
9,France,,2441
10,Croatia,,290
11,Italy,,1959
12,Cyprus,,0
13,Latvia,,49
14,Lithuania,,78
15,Luxembourg,,5
16,Hungary,,1399
17,Malta,,2
18,Netherlands,,149
19,Austria,,148
20,Poland,,2950
21,Portugal,,12
22,Romania,,1174
23,Slovenia,,52
24,Slovakia,,280
25,Finland,,9
26,Sweden,,121
27,United Kingdom,,115
28,Iceland,,0
29,Liechtenstein,,0
30,Norway,,10
31,Switzerland,,51
