,Region,823,829
0,Belgium,,12
1,Bulgaria,,49
2,Czechia,,108
3,Denmark,,78
4,Germany,,1289
5,Estonia,,18
6,Ireland,,60
7,Greece,,259
8,Spain,,333
9,France,,975
10,Croatia,,59
11,Italy,,1090
12,Cyprus,,20
13,Latvia,,24
14,Lithuania,,34
15,Luxembourg,,3
16,Hungary,,158
17,Malta,,17
18,Netherlands,,66
19,Austria,,295
20,Poland,,40
21,Portugal,,114
22,Romania,,82
23,Slovenia,,15
24,Slovakia,,72
25,Finland,,68
26,Sweden,,64
27,United Kingdom,,2443
28,Iceland,,3
29,Liechtenstein,,0
30,Norway,,57
31,Switzerland,,25
