,Region,712,717
0,Belgium,,91
1,Bulgaria,,240
2,Czechia,,351
3,Denmark,,79
4,Germany,,1169
5,Estonia,,49
6,Ireland,,0
7,Greece,,380
8,Spain,,403
9,France,,1284
10,Croatia,,253
11,Italy,,1015
12,Cyprus,,9
13,Latvia,,63
14,Lithuania,,136
15,Luxembourg,,2
16,Hungary,,414
17,Malta,,8
18,Netherlands,,190
19,Austria,,64
20,Poland,,2890
21,Portugal,,137
22,Romania,,162
23,Slovenia,,62
24,Slovakia,,215
25,Finland,,65
26,Sweden,,63
27,United Kingdom,,931
28,Iceland,,0
29,Liechtenstein,,0
30,Norway,,29
31,Switzerland,,173
