,Region,802,808
0,Belgium,,247
1,Bulgaria,,94
2,Czechia,,162
3,Denmark,,170
4,Germany,,1947
5,Estonia,,37
6,Ireland,,100
7,Greece,,449
8,Spain,,774
9,France,,928
10,Croatia,,92
11,Italy,,930
12,Cyprus,,14
13,Latvia,,57
14,Lithuania,,60
15,Luxembourg,,12
16,Hungary,,232
17,Malta,,13
18,Netherlands,,199
19,Austria,,287
20,Poland,,384
21,Portugal,,196
22,Romania,,116
23,Slovenia,,11
24,Slovakia,,128
25,Finland,,231
26,Sweden,,146
27,United Kingdom,,1268
28,Iceland,,3
29,Liechtenstein,,0
30,Norway,,258
31,Switzerland,,94
