,Region,649,654
0,Belgium,,129
1,Bulgaria,,881
2,Czechia,,174
3,Denmark,,13
4,Germany,,561
5,Estonia,,84
6,Ireland,,67
7,Greece,,361
8,Spain,,170
9,France,,167
10,Croatia,,215
11,Italy,,260
12,Cyprus,,3
13,Latvia,,253
14,Lithuania,,278
15,Luxembourg,,2
16,Hungary,,263
17,Malta,,1
18,Netherlands,,122
19,Austria,,99
20,Poland,,578
21,Portugal,,12
22,Romania,,3326
23,Slovenia,,58
24,Slovakia,,161
25,Finland,,39
26,Sweden,,32
27,United Kingdom,,1069
28,Iceland,,0
29,Liechtenstein,,1
30,Norway,,2
31,Switzerland,,56
