,State,494,500,507,514
0,Washington,NaN,5990,5742,4727
1,Illinois,NaN,5067,3463,2337
2,California,NaN,10504,13382,13967
3,Arizona,NaN,3463,3344,2997
4,Massachusetts,NaN,1126,599,293
5,Wisconsin,NaN,1499,1046,806
6,Texas,NaN,9211,8100,7260
7,Nebraska,NaN,276,190,119
8,Utah,NaN,1333,1099,904
9,Oregon,NaN,2107,1646,1254
10,Florida,NaN,10001,6725,4793
11,New York,NaN,4586,2841,1690
12,Rhode Island,NaN,321,168,94
13,Georgia,NaN,3061,2667,2306
14,New Hampshire,NaN,306,206,130
15,North Carolina,NaN,4115,3272,2735
16,New Jersey,NaN,1407,913,608
17,Colorado,NaN,4085,3239,2379
18,Maryland,NaN,1108,727,507
19,Nevada,NaN,1128,889,720
20,Tennessee,NaN,1655,1239,936
21,Hawaii,NaN,249,170,123
22,Indiana,NaN,3180,2545,2093
23,Kentucky,NaN,2562,2352,2208
24,Minnesota,NaN,2039,1283,842
25,Oklahoma,NaN,702,585,505
26,Pennsylvania,NaN,4976,3273,2153
27,South Carolina,NaN,1692,1378,1083
28,District of Columbia,NaN,98,64,35
29,Kansas,NaN,844,765,750
30,Missouri,NaN,3050,3745,4526
31,Vermont,NaN,79,38,19
32,Virginia,NaN,1904,1688,1577
33,Connecticut,NaN,516,301,155
34,Iowa,NaN,617,412,305
35,Louisiana,NaN,2633,2529,2473
36,Ohio,NaN,4128,3245,2612
37,Michigan,NaN,3973,2292,1317
38,South Dakota,NaN,159,115,78
39,Arkansas,NaN,1301,1352,1441
40,Delaware,NaN,557,342,242
41,Mississippi,NaN,1184,1085,1112
42,New Mexico,NaN,701,570,472
43,North Dakota,NaN,312,252,202
44,Wyoming,NaN,562,599,701
45,Alaska,NaN,269,233,222
46,Maine,NaN,646,477,373
47,Alabama,NaN,1586,1347,1314
48,Idaho,NaN,863,774,728
49,Montana,NaN,503,532,482
50,Puerto Rico,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1302,1172,1085
54,Northern Mariana Islands,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN
