,County,376,381,388,395,402,409,416,423,430
0,01001,5683,119,82,57,39,27,19,13,9
1,01003,18211,1144,1165,1162,1133,1084,1018,940,852
2,01005,1956,111,119,126,131,134,133,130,125
3,01007,2309,44,31,22,16,11,8,6,4
4,01009,5720,128,101,79,62,48,37,29,22
5,01011,1089,58,62,65,66,65,63,59,55
6,01013,1827,34,27,21,17,13,10,8,6
7,01015,12062,336,269,214,170,134,106,83,65
8,01017,3210,288,309,319,316,300,274,243,210
9,01019,1707,31,23,17,13,9,7,5,4
10,01021,3553,50,35,25,17,12,9,6,4
11,01023,535,6,5,4,4,4,3,3,3
12,01025,3228,218,215,204,187,167,145,123,102
13,01027,1330,40,39,38,35,32,28,25,22
14,01029,1286,43,39,36,32,28,25,22,19
15,01031,4922,160,125,97,75,58,45,34,26
16,01033,5745,153,123,98,78,62,49,38,30
17,01035,1010,39,38,37,36,34,32,29,27
18,01037,681,25,25,24,21,18,16,13,11
19,01039,3589,83,67,54,44,35,28,22,17
20,01041,1313,28,19,13,9,6,4,3,2
21,01043,8574,185,146,115,90,70,54,42,33
22,01045,4310,98,71,52,39,29,22,17,13
23,01047,3228,175,211,247,283,314,336,346,343
24,01049,8139,137,102,75,55,41,30,22,16
25,01051,8640,308,256,212,173,139,112,89,71
26,01053,3548,188,176,162,147,131,116,101,87
27,01055,12550,230,158,108,74,50,34,23,16
28,01057,1858,111,105,97,88,77,67,58,48
29,01059,3846,48,32,21,14,9,6,4,2
30,01061,2266,96,87,77,69,60,53,46,39
31,01063,806,9,6,4,3,2,1,1,1
32,01065,1961,62,47,36,27,20,15,11,8
33,01067,1684,45,34,26,20,15,12,9,7
34,01069,9499,988,1354,1683,1839,1758,1465,1099,776
35,01071,6251,160,132,109,88,71,57,46,37
36,01073,67010,1865,1437,1101,840,638,482,364,275
37,01075,1249,13,8,5,3,2,1,1,0
38,01077,8191,284,244,208,176,149,124,104,86
39,01079,2654,78,63,50,40,32,25,20,16
40,01081,13878,749,699,645,588,528,469,413,363
41,01083,8706,299,255,216,182,153,127,105,87
42,01085,1233,45,39,33,28,24,20,17,14
43,01087,1294,131,166,200,226,241,242,230,206
44,01089,29781,913,728,578,458,360,283,221,173
