,County,425,430,437,444,451,458,465,472,479
0,01001,NaN,34,23,16,10,6,4,2,1
1,01003,NaN,68,47,32,21,13,8,5,3
2,01005,NaN,12,8,5,3,2,1,0,0
3,01007,NaN,2,1,1,0,0,0,0,0
4,01009,NaN,14,10,7,5,4,3,2,2
5,01011,NaN,1,1,0,0,0,0,0,0
6,01013,NaN,56,62,66,66,62,55,46,37
7,01015,NaN,163,136,110,86,64,47,33,22
8,01017,NaN,3,1,0,0,0,0,0,0
9,01019,NaN,6,5,4,3,2,1,1,0
10,01021,NaN,15,10,6,4,2,1,0,0
11,01023,NaN,22,30,38,44,45,42,37,30
12,01025,NaN,3,2,1,1,0,0,0,0
13,01027,NaN,4,2,1,0,0,0,0,0
14,01029,NaN,13,11,9,7,5,4,3,2
15,01031,NaN,5,2,1,0,0,0,0,0
16,01033,NaN,1,0,0,0,0,0,0,0
17,01035,NaN,0,0,0,0,0,0,0,0
18,01037,NaN,1,1,0,0,0,0,0,0
19,01039,NaN,7,4,2,1,0,0,0,0
20,01041,NaN,13,11,8,6,5,3,2,1
21,01043,NaN,38,34,29,25,20,16,12,9
22,01045,NaN,20,15,11,8,5,3,2,1
23,01047,NaN,6,4,3,2,1,0,0,0
24,01049,NaN,61,62,61,58,53,46,39,32
25,01051,NaN,133,128,120,108,94,78,63,49
26,01053,NaN,5,3,2,1,0,0,0,0
27,01055,NaN,67,65,61,55,48,40,32,24
28,01057,NaN,10,8,6,4,3,2,1,1
29,01059,NaN,12,9,7,5,3,2,1,1
30,01061,NaN,1,0,0,0,0,0,0,0
31,01063,NaN,2,1,1,0,0,0,0,0
32,01065,NaN,6,4,2,1,1,0,0,0
33,01067,NaN,2,1,1,0,0,0,0,0
34,01069,NaN,16,10,6,4,2,1,0,0
35,01071,NaN,30,25,20,16,12,9,6,4
36,01073,NaN,1540,1794,2001,2113,2124,2025,1839,1589
37,01075,NaN,0,0,0,0,0,0,0,0
38,01077,NaN,10,6,3,2,1,0,0,0
39,01079,NaN,16,13,11,8,6,5,3,2
