,State,320,325,332,339,346
0,Washington,2941,205,239,278,323
1,Illinois,14214,1073,1138,1166,1153
2,California,20015,789,868,957,1059
3,Arizona,6950,318,365,408,448
4,Massachusetts,11035,329,382,442,508
5,Wisconsin,3973,472,516,556,588
6,Texas,23186,1387,1507,1612,1697
7,Nebraska,1236,181,191,193,189
8,Utah,949,104,118,132,148
9,Oregon,1045,141,170,204,245
10,Florida,19282,816,862,888,899
11,New York,35034,399,451,513,570
12,Rhode Island,1448,77,91,106,124
13,Georgia,9851,383,389,392,392
14,New Hampshire,566,41,47,54,61
15,North Carolina,5560,396,446,493,536
16,New Jersey,17336,343,395,445,499
17,Colorado,3358,389,457,521,581
18,Maryland,4865,228,278,340,407
19,Nevada,2319,182,206,228,249
20,Tennessee,5009,410,440,465,483
21,Hawaii,262,22,23,24,26
22,Indiana,6284,585,660,739,794
23,Kentucky,2082,200,234,273,316
24,Minnesota,4064,465,546,636,712
25,Oklahoma,1911,164,186,211,237
26,Pennsylvania,11319,971,1216,1516,1865
27,South Carolina,4579,164,169,171,167
28,District of Columbia,701,NaN,NaN,NaN,NaN
29,Kansas,1856,257,294,335,380
30,Missouri,4289,377,403,427,450
31,Vermont,81,17,20,24,28
32,Virginia,4208,171,191,213,239
33,Connecticut,5224,201,251,316,382
34,Iowa,2723,305,335,356,363
35,Louisiana,6607,199,222,248,275
36,Ohio,7022,617,745,895,1069
37,Michigan,10422,840,956,1066,1161
38,South Dakota,1110,171,166,155,139
39,Arkansas,2713,167,170,172,174
40,Delaware,793,29,33,36,40
41,Mississippi,3961,190,212,231,254
42,New Mexico,1756,260,314,374,430
43,North Dakota,1028,95,88,80,71
44,Wyoming,289,67,76,86,96
45,Alaska,146,27,32,38,44
46,Maine,227,33,36,40,44
47,Alabama,3892,291,333,379,425
48,Idaho,1055,122,129,133,133
49,Montana,742,84,85,85,85
50,Puerto Rico,1203,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,113,NaN,NaN,NaN,NaN
53,West Virginia,841,137,165,195,228
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
