,State,459,465,472,479,486,493,500
0,Washington,NaN,10724,11323,11150,10156,8486,6472
1,Illinois,NaN,17213,13182,9663,6853,4618,2941
2,California,NaN,13333,10815,9176,8185,7174,5815
3,Arizona,NaN,5040,5156,5054,4717,4136,3432
4,Massachusetts,NaN,7442,5035,3210,1901,1056,547
5,Wisconsin,NaN,4816,3944,3152,2431,1812,1262
6,Texas,NaN,19426,19673,20082,20199,19541,17467
7,Nebraska,NaN,1234,932,688,506,359,254
8,Utah,NaN,1850,1809,1657,1414,1132,835
9,Oregon,NaN,6000,7050,7408,7245,6411,5295
10,Florida,NaN,38036,30961,23557,16911,11604,7588
11,New York,NaN,29017,20464,13876,8918,5527,3297
12,Rhode Island,NaN,2245,2974,3271,3046,2443,1702
13,Georgia,NaN,8184,7479,6594,5608,4682,3678
14,New Hampshire,NaN,2016,1427,928,542,309,166
15,North Carolina,NaN,10592,9533,8509,7440,6357,5073
16,New Jersey,NaN,18489,14123,9988,6560,4028,2292
17,Colorado,NaN,10517,9714,8374,6641,4891,3318
18,Maryland,NaN,6890,5019,3525,2373,1520,941
19,Nevada,NaN,2351,1979,1576,1176,846,580
20,Tennessee,NaN,5651,4937,4339,3766,3226,2724
21,Hawaii,NaN,540,462,401,306,218,129
22,Indiana,NaN,6631,5588,4680,3808,3043,2370
23,Kentucky,NaN,2776,2462,2173,1835,1500,1179
24,Minnesota,NaN,10778,8202,5982,4141,2768,1755
25,Oklahoma,NaN,2336,2086,1822,1591,1333,1099
26,Pennsylvania,NaN,25213,19518,14464,10198,6773,4158
27,South Carolina,NaN,5011,4226,3495,2755,2094,1550
28,District of Columbia,NaN,562,353,214,112,59,24
29,Kansas,NaN,1174,1030,870,690,528,400
30,Missouri,NaN,3414,3316,3216,3041,2819,2563
31,Vermont,NaN,524,391,308,235,168,118
32,Virginia,NaN,7255,5603,4266,3209,2311,1602
33,Connecticut,NaN,4441,3056,2005,1253,745,406
34,Iowa,NaN,2232,1927,1629,1322,1009,738
35,Louisiana,NaN,2795,3263,3808,4330,4844,5066
36,Ohio,NaN,10125,7683,5750,4254,3023,2133
37,Michigan,NaN,32922,19911,11846,7090,4174,2445
38,South Dakota,NaN,711,524,384,288,209,149
39,Arkansas,NaN,843,798,755,674,596,496
40,Delaware,NaN,2067,1541,1084,702,443,272
41,Mississippi,NaN,937,933,915,875,784,690
42,New Mexico,NaN,870,879,831,746,618,475
43,North Dakota,NaN,557,458,377,304,241,186
44,Wyoming,NaN,169,165,163,152,136,115
45,Alaska,NaN,572,538,532,524,500,463
46,Maine,NaN,2888,2632,2241,1761,1275,848
47,Alabama,NaN,1928,2085,2169,2155,2058,1877
48,Idaho,NaN,1115,939,773,620,491,367
49,Montana,NaN,699,613,522,427,331,248
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2083,1845,1606,1377,1176,960
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
