,State,774,780,787,794,801,808,815
0,Washington,NaN,12605,13079,13499,13850,14703,16066
1,Illinois,NaN,11770,10581,10266,10787,12342,14719
2,California,NaN,50402,48587,48754,50528,54683,64730
3,Arizona,NaN,5347,3506,2912,2797,2900,3192
4,Massachusetts,NaN,6427,5672,5435,5702,6560,8089
5,Wisconsin,NaN,4287,3541,3326,3460,3930,4768
6,Texas,NaN,30171,28827,29363,30494,33238,39160
7,Nebraska,NaN,1109,1111,1138,1198,1335,1553
8,Utah,NaN,1857,1443,1325,1335,1508,1868
9,Oregon,NaN,4994,4325,4150,4279,4724,5501
10,Florida,NaN,22653,17150,15639,16137,18279,22847
11,New York,NaN,12841,11651,11529,12145,13880,17405
12,Rhode Island,NaN,2578,2082,1894,1881,2031,2311
13,Georgia,NaN,8686,7743,7549,7865,8745,10448
14,New Hampshire,NaN,2606,1787,1490,1458,1538,1741
15,North Carolina,NaN,16827,14201,13215,13398,14474,16574
16,New Jersey,NaN,9407,9278,9590,10262,11593,14307
17,Colorado,NaN,6636,5444,5049,5140,5703,6672
18,Maryland,NaN,3391,3089,3074,3294,3789,4807
19,Nevada,NaN,5179,5678,6086,6305,6615,7037
20,Tennessee,NaN,14971,11589,10435,10325,11105,12695
21,Hawaii,NaN,1389,1202,1134,1165,1315,1639
22,Indiana,NaN,3815,3132,2941,3018,3300,3902
23,Kentucky,NaN,11746,9388,8479,8385,8863,9807
24,Minnesota,NaN,6490,5377,5014,5157,5631,6553
25,Oklahoma,NaN,6380,6044,6059,6323,6956,7993
26,Pennsylvania,NaN,9128,7143,6518,6692,7492,9247
27,South Carolina,NaN,5262,3998,3537,3549,3798,4352
28,District of Columbia,NaN,245,117,74,75,94,169
29,Kansas,NaN,2467,2178,2125,2205,2428,2881
30,Missouri,NaN,5278,4660,4598,4741,5118,5867
31,Vermont,NaN,1213,1275,1281,1314,1368,1451
32,Virginia,NaN,10930,9932,9763,10084,11073,13032
33,Connecticut,NaN,2268,1838,1693,1726,1928,2369
34,Iowa,NaN,8206,15735,19095,17410,14223,11202
35,Louisiana,NaN,2536,1810,1568,1569,1724,2071
36,Ohio,NaN,7060,6154,5965,6097,6755,8061
37,Michigan,NaN,11826,10121,9518,9611,10332,11716
38,South Dakota,NaN,640,506,467,479,521,600
39,Arkansas,NaN,3714,3291,3132,3212,3496,4099
40,Delaware,NaN,972,733,643,648,717,863
41,Mississippi,NaN,2416,1836,1652,1646,1740,1882
42,New Mexico,NaN,2515,2051,1868,1924,2100,2506
43,North Dakota,NaN,867,718,666,683,745,846
44,Wyoming,NaN,601,524,513,524,550,590
45,Alaska,NaN,2467,2283,2236,2261,2373,2591
46,Maine,NaN,5509,4664,4284,4170,4139,4192
47,Alabama,NaN,5355,4850,4682,4881,5380,6305
48,Idaho,NaN,9259,8252,7620,7214,6920,6796
49,Montana,NaN,4987,6271,6755,6495,5814,5073
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,4345,3475,3116,3135,3320,3726
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
