,State,501,507,514,521,528,535,542
0,Washington,NaN,4152,3334,2535,1912,1357,942
1,Illinois,NaN,2977,1652,932,554,342,222
2,California,NaN,5547,5095,4821,4537,4269,3949
3,Arizona,NaN,2317,1581,1027,628,367,218
4,Massachusetts,NaN,806,464,256,135,72,38
5,Wisconsin,NaN,898,541,359,259,190,149
6,Texas,NaN,5598,4512,3674,2941,2353,1791
7,Nebraska,NaN,174,166,158,139,120,97
8,Utah,NaN,827,745,647,537,428,332
9,Oregon,NaN,1550,1149,837,595,412,284
10,Florida,NaN,7292,4996,3399,2269,1485,949
11,New York,NaN,3400,1983,1155,670,392,225
12,Rhode Island,NaN,159,87,51,33,23,15
13,Georgia,NaN,1847,1375,1067,855,684,548
14,New Hampshire,NaN,207,107,52,30,16,10
15,North Carolina,NaN,1854,1059,683,497,376,305
16,New Jersey,NaN,1315,1193,1056,917,779,640
17,Colorado,NaN,2970,2549,2169,1780,1407,1096
18,Maryland,NaN,700,413,246,149,93,62
19,Nevada,NaN,1052,1242,1343,1341,1269,1125
20,Tennessee,NaN,922,550,348,240,184,142
21,Hawaii,NaN,189,133,94,64,44,29
22,Indiana,NaN,2114,1512,1123,859,667,506
23,Kentucky,NaN,1388,1022,794,651,523,424
24,Minnesota,NaN,1048,507,255,141,86,58
25,Oklahoma,NaN,623,546,494,421,361,302
26,Pennsylvania,NaN,3057,1829,1077,633,382,225
27,South Carolina,NaN,1108,766,544,395,280,210
28,District of Columbia,NaN,146,139,115,90,63,40
29,Kansas,NaN,386,261,190,146,112,91
30,Missouri,NaN,1881,1992,2128,2275,2332,2288
31,Vermont,NaN,46,15,7,3,0,0
32,Virginia,NaN,1013,745,575,464,367,285
33,Connecticut,NaN,348,197,109,60,32,16
34,Iowa,NaN,333,226,176,142,117,100
35,Louisiana,NaN,1633,1519,1460,1418,1351,1264
36,Ohio,NaN,2494,1580,1047,707,514,366
37,Michigan,NaN,2181,1084,546,302,173,110
38,South Dakota,NaN,54,28,18,13,7,7
39,Arkansas,NaN,644,549,466,418,364,311
40,Delaware,NaN,245,143,82,51,27,14
41,Mississippi,NaN,470,379,334,291,259,227
42,New Mexico,NaN,283,188,131,90,66,44
43,North Dakota,NaN,152,108,83,64,52,39
44,Wyoming,NaN,193,204,220,223,217,206
45,Alaska,NaN,100,62,42,28,18,13
46,Maine,NaN,352,183,102,56,32,20
47,Alabama,NaN,1119,1087,1096,1131,1114,1105
48,Idaho,NaN,537,432,344,266,206,155
49,Montana,NaN,309,231,179,137,105,79
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,751,582,484,426,361,308
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
