,State,676,682,689,696,703,710,717
0,Washington,NaN,9028,7774,7099,6776,6496,6174
1,Illinois,NaN,29388,30373,30005,27685,23837,19164
2,California,NaN,24681,22185,21136,20496,19967,19404
3,Arizona,NaN,28273,28224,27453,25747,23246,20194
4,Massachusetts,NaN,16150,16122,15397,13879,11746,9241
5,Wisconsin,NaN,24639,23533,22118,20585,18494,16128
6,Texas,NaN,20139,19705,19373,18597,17541,16215
7,Nebraska,NaN,7465,7153,6875,6512,5989,5374
8,Utah,NaN,7168,6412,5912,5609,5244,4849
9,Oregon,NaN,5394,4946,4662,4507,4292,4126
10,Florida,NaN,9981,9978,9984,10127,10338,10800
11,New York,NaN,47792,49428,48428,45496,40941,35281
12,Rhode Island,NaN,2535,2689,2633,2430,2132,1773
13,Georgia,NaN,7367,7527,7588,7571,7567,7567
14,New Hampshire,NaN,4804,3796,3032,2350,1727,1173
15,North Carolina,NaN,12113,11541,11030,10602,10066,9425
16,New Jersey,NaN,15418,16839,17180,16547,15238,13476
17,Colorado,NaN,21624,19860,18504,17234,15690,13946
18,Maryland,NaN,6765,7281,7412,6989,6217,5176
19,Nevada,NaN,4067,3767,3612,3498,3380,3237
20,Tennessee,NaN,8341,8329,8327,8204,8060,7955
21,Hawaii,NaN,1045,1177,1231,1234,1197,1143
22,Indiana,NaN,21572,22056,21732,20563,18968,16901
23,Kentucky,NaN,10130,9899,9594,9341,8984,8548
24,Minnesota,NaN,26489,23254,20821,18925,16650,14440
25,Oklahoma,NaN,6241,6443,6430,6291,6151,5888
26,Pennsylvania,NaN,43465,40551,37079,33320,28690,23761
27,South Carolina,NaN,4298,4218,4153,4145,4135,4146
28,District of Columbia,NaN,650,628,590,529,432,321
29,Kansas,NaN,6298,5613,5227,5042,4867,4657
30,Missouri,NaN,10401,11221,11498,11342,10885,10194
31,Vermont,NaN,2513,2327,2125,1850,1533,1169
32,Virginia,NaN,10197,10184,10073,9853,9461,8961
33,Connecticut,NaN,4604,5163,5362,5121,4637,3995
34,Iowa,NaN,10063,10060,9821,9387,8730,7958
35,Louisiana,NaN,2652,2619,2621,2639,2689,2780
36,Ohio,NaN,40002,40599,39712,37815,34524,30629
37,Michigan,NaN,59970,59474,56627,51604,44367,36231
38,South Dakota,NaN,2511,2279,2130,2051,1887,1749
39,Arkansas,NaN,4233,4321,4291,4254,4214,4141
40,Delaware,NaN,1654,1641,1627,1585,1552,1546
41,Mississippi,NaN,2054,2039,2030,2045,2059,2093
42,New Mexico,NaN,9182,8258,7474,6832,5999,5108
43,North Dakota,NaN,3045,2647,2424,2314,2231,2141
44,Wyoming,NaN,1493,1273,1166,1126,1109,1096
45,Alaska,NaN,2179,1885,1738,1692,1676,1673
46,Maine,NaN,4973,4896,4628,4180,3617,2977
47,Alabama,NaN,3057,2982,2939,2926,2939,2983
48,Idaho,NaN,3435,3191,3037,2937,2890,2851
49,Montana,NaN,2591,2202,1999,1921,1871,1830
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5822,5583,5345,5196,5018,4760
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
