,State,760,766,773,780,787,794,801
0,Washington,NaN,18224,11646,9440,8772,8583,8534
1,Illinois,NaN,24965,20447,18486,18037,18184,18479
2,California,NaN,114909,87609,76455,73702,73956,76462
3,Arizona,NaN,22045,16209,14044,13402,13374,13591
4,Massachusetts,NaN,11668,9452,8391,8098,8058,8165
5,Wisconsin,NaN,12217,10390,9657,9502,9561,9832
6,Texas,NaN,70054,54788,48724,46924,46128,46131
7,Nebraska,NaN,2391,1546,1266,1200,1183,1208
8,Utah,NaN,5867,4782,4247,4171,4205,4369
9,Oregon,NaN,12264,8855,7591,7215,7164,7302
10,Florida,NaN,111824,95627,87424,84226,83134,82627
11,New York,NaN,26121,21206,19057,18653,18997,19876
12,Rhode Island,NaN,6442,4587,3825,3602,3507,3457
13,Georgia,NaN,21369,16123,14207,13705,13739,14044
14,New Hampshire,NaN,5255,4409,3977,3771,3736,3669
15,North Carolina,NaN,36947,28716,25216,24240,24088,24461
16,New Jersey,NaN,13258,12260,11658,11403,11187,11109
17,Colorado,NaN,13637,11266,10270,9804,9783,9937
18,Maryland,NaN,5559,4542,4067,4027,4106,4400
19,Nevada,NaN,5085,4568,4379,4305,4260,4277
20,Tennessee,NaN,49845,35836,29612,27297,26256,25685
21,Hawaii,NaN,3479,2705,2390,2310,2298,2342
22,Indiana,NaN,11607,8671,7635,7378,7412,7562
23,Kentucky,NaN,33205,29152,26594,25181,23911,22704
24,Minnesota,NaN,19367,14959,13199,12616,12458,12480
25,Oklahoma,NaN,15151,9644,7659,7132,7009,7113
26,Pennsylvania,NaN,20775,16025,13978,13524,13720,14335
27,South Carolina,NaN,16651,12427,10738,10278,10285,10523
28,District of Columbia,NaN,644,446,333,274,215,164
29,Kansas,NaN,8493,7210,6717,6618,6651,6788
30,Missouri,NaN,14668,13110,12789,12576,12258,12028
31,Vermont,NaN,1122,974,912,885,884,883
32,Virginia,NaN,21346,16673,14649,13975,13784,13929
33,Connecticut,NaN,6279,5661,5240,5130,5148,5229
34,Iowa,NaN,8490,6365,5603,5317,5280,5350
35,Louisiana,NaN,9149,6678,5764,5559,5594,5902
36,Ohio,NaN,15506,12687,11518,11311,11421,11865
37,Michigan,NaN,19013,14481,12761,12303,12318,12490
38,South Dakota,NaN,1887,1574,1444,1411,1410,1413
39,Arkansas,NaN,8701,7127,6465,6307,6274,6380
40,Delaware,NaN,1797,1418,1245,1216,1235,1275
41,Mississippi,NaN,9596,5324,3738,3239,3076,3069
42,New Mexico,NaN,7069,5439,4787,4556,4513,4507
43,North Dakota,NaN,2679,1924,1635,1558,1550,1574
44,Wyoming,NaN,1700,1332,1210,1204,1176,1176
45,Alaska,NaN,4204,2976,2512,2365,2329,2331
46,Maine,NaN,6432,5903,5456,5067,4638,4123
47,Alabama,NaN,12778,9896,8853,8502,8379,8385
48,Idaho,NaN,11045,9626,8638,7868,7021,6174
49,Montana,NaN,4983,3973,3494,3236,3001,2764
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9140,6691,5681,5366,5268,5260
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
