,State,662,668,675,682,689,696,703
0,Washington,NaN,12436,12760,14100,16280,19653,24943
1,Illinois,NaN,23866,32280,44089,59476,77647,94012
2,California,NaN,38450,40260,49164,66296,93226,135308
3,Arizona,NaN,25436,29791,34404,39044,43519,47525
4,Massachusetts,NaN,11835,15955,22368,30554,38566,45247
5,Wisconsin,NaN,22591,27739,32989,38305,42557,44472
6,Texas,NaN,23069,28269,40521,60032,86812,122751
7,Nebraska,NaN,9184,9718,10680,11704,12393,12571
8,Utah,NaN,8324,8836,9501,10546,11766,13023
9,Oregon,NaN,5919,5482,5618,6060,6932,8299
10,Florida,NaN,10790,11731,15159,22854,38401,67488
11,New York,NaN,37885,48516,62958,82932,108212,134184
12,Rhode Island,NaN,1537,1594,1845,2237,2818,3580
13,Georgia,NaN,6837,7291,8410,10618,14486,21069
14,New Hampshire,NaN,5068,5886,6220,6059,5601,4933
15,North Carolina,NaN,11801,11973,12800,14261,16601,20024
16,New Jersey,NaN,10520,13935,20322,30993,45641,60449
17,Colorado,NaN,21845,22972,24516,26790,29058,31250
18,Maryland,NaN,5591,6805,8785,12281,17809,26179
19,Nevada,NaN,4447,4531,5161,6138,7763,9905
20,Tennessee,NaN,7509,8803,10517,13256,17256,23283
21,Hawaii,NaN,726,765,880,1086,1377,1813
22,Indiana,NaN,19506,26629,34291,41672,47858,51431
23,Kentucky,NaN,8636,9264,10116,11460,13486,15961
24,Minnesota,NaN,26253,28938,31483,32935,33106,32149
25,Oklahoma,NaN,4580,4800,5262,6072,7424,9287
26,Pennsylvania,NaN,36370,44371,53462,61005,62524,57677
27,South Carolina,NaN,4587,4712,5403,6783,9377,13592
28,District of Columbia,NaN,582,637,813,1053,1423,1933
29,Kansas,NaN,7332,8183,8995,9974,11200,12279
30,Missouri,NaN,8506,10323,12626,15682,19881,24674
31,Vermont,NaN,2709,3407,4076,4591,4892,4806
32,Virginia,NaN,9752,10767,12687,15914,21266,28623
33,Connecticut,NaN,2906,3731,5101,7482,11139,16475
34,Iowa,NaN,8015,8729,9670,11021,12726,14853
35,Louisiana,NaN,2607,2623,3005,3823,5284,7589
36,Ohio,NaN,33703,41445,50198,59947,69567,78193
37,Michigan,NaN,37057,42085,47354,52925,59619,65560
38,South Dakota,NaN,2380,2340,2439,2645,2908,3287
39,Arkansas,NaN,3292,3650,4192,4978,6177,7928
40,Delaware,NaN,1883,2076,2351,2679,3130,3719
41,Mississippi,NaN,1891,1806,1940,2228,2816,3752
42,New Mexico,NaN,9384,10426,11219,11981,12637,12858
43,North Dakota,NaN,3354,3163,2971,2841,2708,2632
44,Wyoming,NaN,2111,1916,1774,1731,1715,1744
45,Alaska,NaN,3114,2543,2192,1991,1897,1885
46,Maine,NaN,3479,3445,3572,3796,4066,4406
47,Alabama,NaN,3896,3900,4257,5169,6733,8913
48,Idaho,NaN,3621,3025,2752,2703,2816,3096
49,Montana,NaN,3793,3367,3015,2808,2689,2639
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6297,6638,6698,6684,6629,6810
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
