,State,781,787,794,801,808,815,822
0,Washington,NaN,10067,15573,19161,20810,21998,23417
1,Illinois,NaN,8455,8343,8542,9130,10336,12458
2,California,NaN,35000,37424,40025,41065,43224,49443
3,Arizona,NaN,5871,7965,9244,9958,10977,12814
4,Massachusetts,NaN,4835,4299,4102,4323,4939,6245
5,Wisconsin,NaN,3241,3077,3152,3335,3753,4495
6,Texas,NaN,29778,38310,44565,47608,51129,57258
7,Nebraska,NaN,1254,1660,1961,2152,2367,2703
8,Utah,NaN,1067,842,776,790,872,1040
9,Oregon,NaN,2943,2447,2291,2377,2622,3145
10,Florida,NaN,17508,15230,14871,15628,17695,21771
11,New York,NaN,12303,12825,13564,14826,17097,21083
12,Rhode Island,NaN,1751,1527,1455,1478,1634,1958
13,Georgia,NaN,6684,6613,6819,7095,7863,9215
14,New Hampshire,NaN,1016,623,490,469,491,542
15,North Carolina,NaN,11277,10306,10035,10323,11171,12616
16,New Jersey,NaN,7456,7443,7814,8547,10063,12528
17,Colorado,NaN,7455,8563,9276,9781,10601,11720
18,Maryland,NaN,2107,1908,1911,2075,2462,3187
19,Nevada,NaN,2384,2029,1951,2000,2188,2444
20,Tennessee,NaN,8869,8253,8121,8375,9064,10170
21,Hawaii,NaN,827,585,493,484,508,571
22,Indiana,NaN,3289,3745,4150,4479,4950,5715
23,Kentucky,NaN,4382,2475,1831,1682,1704,1807
24,Minnesota,NaN,5076,4886,4972,5182,5660,6507
25,Oklahoma,NaN,5590,6120,6518,6903,7551,8716
26,Pennsylvania,NaN,6334,5850,5931,6358,7332,9188
27,South Carolina,NaN,2245,1736,1564,1596,1752,2069
28,District of Columbia,NaN,69,21,10,12,37,101
29,Kansas,NaN,1567,1495,1535,1597,1686,1839
30,Missouri,NaN,3517,3601,3866,4067,4329,4868
31,Vermont,NaN,922,820,786,788,824,893
32,Virginia,NaN,8899,9939,10817,11498,12274,13727
33,Connecticut,NaN,3604,5206,6211,6654,7012,7512
34,Iowa,NaN,2497,1942,1812,1854,2027,2407
35,Louisiana,NaN,1705,1425,1353,1395,1550,1878
36,Ohio,NaN,5016,4492,4427,4615,5133,6071
37,Michigan,NaN,5758,4617,4278,4413,4890,5858
38,South Dakota,NaN,354,282,263,279,313,362
39,Arkansas,NaN,3165,3251,3460,3607,3878,4301
40,Delaware,NaN,800,839,868,933,1062,1277
41,Mississippi,NaN,1203,978,927,934,987,1102
42,New Mexico,NaN,1867,1632,1577,1625,1791,2063
43,North Dakota,NaN,568,498,492,507,552,639
44,Wyoming,NaN,330,287,275,283,307,334
45,Alaska,NaN,2305,2468,2534,2433,2305,2220
46,Maine,NaN,2473,1400,1011,897,898,939
47,Alabama,NaN,7566,11276,13338,13384,12536,11480
48,Idaho,NaN,7008,8614,9434,8689,7306,5979
49,Montana,NaN,1553,900,676,610,608,639
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2758,2283,2134,2160,2344,2700
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
