,State,732,738,745,752,759,766,773
0,Washington,NaN,102628,82194,64593,46016,28590,15590
1,Illinois,NaN,165925,119167,91280,72896,57139,45291
2,California,NaN,663976,441482,313042,225012,158443,114362
3,Arizona,NaN,132798,120796,97069,66631,36749,14717
4,Massachusetts,NaN,88501,57551,42205,34426,29134,25143
5,Wisconsin,NaN,151667,130007,95707,60646,33577,16535
6,Texas,NaN,398887,345028,284225,208418,132749,78142
7,Nebraska,NaN,27711,23339,19390,15241,10780,6674
8,Utah,NaN,52936,39936,29159,19287,10857,5057
9,Oregon,NaN,54703,53474,48336,37973,25216,14302
10,Florida,NaN,388050,345060,276236,189271,113980,65340
11,New York,NaN,229717,145801,113400,101205,95988,94005
12,Rhode Island,NaN,26033,22362,16422,10032,4991,2316
13,Georgia,NaN,116748,95246,80253,65397,49500,36485
14,New Hampshire,NaN,19307,16104,13396,10425,7494,4928
15,North Carolina,NaN,185335,139423,102535,71185,45227,26884
16,New Jersey,NaN,90500,55325,42138,37586,36093,35855
17,Colorado,NaN,77858,56286,43195,32917,23709,16391
18,Maryland,NaN,44023,28309,22110,19790,18476,17646
19,Nevada,NaN,65486,72992,64631,44837,24391,9932
20,Tennessee,NaN,92037,93700,83082,62971,40893,23188
21,Hawaii,NaN,28786,21102,15094,10370,6751,4567
22,Indiana,NaN,91516,76202,62991,49263,35027,23310
23,Kentucky,NaN,71967,63617,51707,37637,23765,13384
24,Minnesota,NaN,70078,66855,59370,47320,32603,19560
25,Oklahoma,NaN,63058,63954,54821,37026,18810,5648
26,Pennsylvania,NaN,134860,91292,70078,58287,48820,41150
27,South Carolina,NaN,101892,72667,51270,34390,20933,11896
28,District of Columbia,NaN,3443,1442,579,223,86,29
29,Kansas,NaN,56536,47323,37234,27081,17402,10546
30,Missouri,NaN,73921,66064,56426,44227,29941,18481
31,Vermont,NaN,7306,5964,5075,4246,3366,2625
32,Virginia,NaN,96262,69077,52594,40361,29780,22049
33,Connecticut,NaN,35186,21313,15569,13178,11839,10954
34,Iowa,NaN,38363,39470,36879,30220,21642,13673
35,Louisiana,NaN,68947,51132,39888,31094,23541,17846
36,Ohio,NaN,165718,127702,104174,85806,68825,55338
37,Michigan,NaN,123129,104857,88199,70833,52550,36448
38,South Dakota,NaN,12293,10493,8786,6848,4812,3184
39,Arkansas,NaN,51363,38654,29942,22411,15809,10734
40,Delaware,NaN,14555,9081,6645,5649,5062,4694
41,Mississippi,NaN,46262,39585,33221,25812,17578,11195
42,New Mexico,NaN,36730,33045,26918,18437,10223,4208
43,North Dakota,NaN,14795,13214,10784,7819,4899,2701
44,Wyoming,NaN,8735,9860,9278,7373,4905,2827
45,Alaska,NaN,14473,13916,11633,8033,4542,1979
46,Maine,NaN,6133,5305,4813,4289,3640,2949
47,Alabama,NaN,119534,103543,76884,47406,24508,10632
48,Idaho,NaN,16712,20067,19865,15921,10672,6144
49,Montana,NaN,9859,10075,9772,8409,6498,4627
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,28496,24491,20628,16431,11874,7968
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
