,State,767,773,780,787,794,801,808
0,Washington,NaN,3805,1607,915,773,835,1080
1,Illinois,NaN,13850,10975,9808,9852,10622,12094
2,California,NaN,68034,58611,54552,55095,59160,66559
3,Arizona,NaN,13531,11440,10578,10566,11004,12293
4,Massachusetts,NaN,8592,7465,6980,7104,7714,9035
5,Wisconsin,NaN,7052,5745,5246,5336,5703,6447
6,Texas,NaN,42543,34591,32091,31960,33239,36576
7,Nebraska,NaN,1361,1057,962,965,1000,1084
8,Utah,NaN,2951,2176,1917,1906,2073,2446
9,Oregon,NaN,6613,4917,4389,4294,4571,5103
10,Florida,NaN,45856,30153,24519,23592,25423,29836
11,New York,NaN,17856,14915,13822,14113,15587,18381
12,Rhode Island,NaN,3833,2887,2506,2399,2438,2587
13,Georgia,NaN,13086,10788,10074,10172,10909,12523
14,New Hampshire,NaN,4038,3387,3089,3061,3219,3556
15,North Carolina,NaN,25490,21957,20476,20260,21063,22701
16,New Jersey,NaN,9783,9552,9532,9849,10594,11763
17,Colorado,NaN,10267,9083,8633,8689,9193,10050
18,Maryland,NaN,4681,4925,5150,5488,5986,6857
19,Nevada,NaN,3510,4199,4492,4640,4732,4952
20,Tennessee,NaN,24859,17241,14325,13706,14129,15359
21,Hawaii,NaN,1886,1469,1298,1274,1342,1475
22,Indiana,NaN,6808,5746,5345,5392,5675,6288
23,Kentucky,NaN,19352,15134,13286,12862,13141,14047
24,Minnesota,NaN,10268,7801,6923,6754,6946,7521
25,Oklahoma,NaN,8269,6258,5562,5441,5665,6169
26,Pennsylvania,NaN,14892,12143,11108,11209,12095,13949
27,South Carolina,NaN,10240,8419,7736,7668,8003,8737
28,District of Columbia,NaN,445,311,248,233,240,269
29,Kansas,NaN,6094,5464,5250,5264,5422,5737
30,Missouri,NaN,7198,5927,5545,5531,5793,6337
31,Vermont,NaN,1107,1103,1090,1086,1110,1176
32,Virginia,NaN,15129,12670,11654,11647,12343,13822
33,Connecticut,NaN,4006,3095,2757,2730,2896,3275
34,Iowa,NaN,5051,3976,3648,3647,3787,4150
35,Louisiana,NaN,5962,4942,4612,4691,5074,5804
36,Ohio,NaN,9485,7908,7286,7377,8010,9058
37,Michigan,NaN,13054,11896,11389,11595,12268,13469
38,South Dakota,NaN,1437,1239,1171,1175,1210,1282
39,Arkansas,NaN,5375,4324,3949,3912,4129,4526
40,Delaware,NaN,1472,1360,1287,1304,1366,1541
41,Mississippi,NaN,3404,1644,1075,942,952,1051
42,New Mexico,NaN,3944,2982,2608,2568,2639,2886
43,North Dakota,NaN,1316,950,830,817,864,936
44,Wyoming,NaN,922,770,731,724,743,790
45,Alaska,NaN,2453,1957,1783,1745,1794,1898
46,Maine,NaN,7997,8565,8487,7750,6736,5749
47,Alabama,NaN,6985,5767,5328,5235,5420,5941
48,Idaho,NaN,9986,8996,8230,7523,6769,6140
49,Montana,NaN,4289,4101,4015,3939,3785,3653
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6303,5047,4520,4415,4559,4949
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
