,State,648,654,661,668,675,682,689
0,Washington,NaN,14860,14736,15590,17499,20863,26032
1,Illinois,NaN,14668,15395,17570,21810,29146,41177
2,California,NaN,44388,53061,67415,92858,136053,195083
3,Arizona,NaN,18983,21701,24450,27963,32700,37872
4,Massachusetts,NaN,8180,8611,10630,14698,21340,31048
5,Wisconsin,NaN,13982,13926,14408,15611,17686,21241
6,Texas,NaN,26297,25204,27095,32716,42511,57026
7,Nebraska,NaN,3442,3514,3602,3815,4121,4632
8,Utah,NaN,7587,8220,8618,9275,10044,11151
9,Oregon,NaN,7603,7343,7391,7805,8630,10010
10,Florida,NaN,13827,12616,12984,15535,21885,34898
11,New York,NaN,24379,23282,24285,27707,34647,47272
12,Rhode Island,NaN,1834,1902,2076,2367,2746,3347
13,Georgia,NaN,8483,8399,9025,10141,11721,13785
14,New Hampshire,NaN,1135,410,153,69,43,35
15,North Carolina,NaN,13931,12539,12011,12032,12867,14146
16,New Jersey,NaN,9314,11662,16716,26907,39843,53078
17,Colorado,NaN,19752,21588,23480,25486,27927,30595
18,Maryland,NaN,5148,5164,5759,7189,9922,14747
19,Nevada,NaN,3625,3354,3231,3441,3875,4866
20,Tennessee,NaN,7053,6063,5794,6121,7257,9403
21,Hawaii,NaN,929,1002,1123,1352,1738,2395
22,Indiana,NaN,10715,10297,10396,11160,12737,15080
23,Kentucky,NaN,8608,7592,7095,7016,7503,8552
24,Minnesota,NaN,15835,15918,16340,17308,19325,21957
25,Oklahoma,NaN,6305,5558,5253,5423,5944,6839
26,Pennsylvania,NaN,26005,24105,23230,23411,24338,26042
27,South Carolina,NaN,5621,5212,5338,5979,7354,9804
28,District of Columbia,NaN,656,796,1012,1350,1868,2556
29,Kansas,NaN,5669,5641,5652,5938,6427,7172
30,Missouri,NaN,5925,5765,5955,6429,7456,9211
31,Vermont,NaN,1339,1265,1319,1438,1699,2128
32,Virginia,NaN,9513,8430,8225,8915,10741,14390
33,Connecticut,NaN,2273,2026,2168,2709,3831,5826
34,Iowa,NaN,6607,6465,6689,7246,8288,9805
35,Louisiana,NaN,3048,2765,2845,3175,3881,5103
36,Ohio,NaN,23157,21795,21428,21864,23863,27254
37,Michigan,NaN,26569,26226,26985,28480,31111,35088
38,South Dakota,NaN,2263,2196,2200,2305,2488,2800
39,Arkansas,NaN,2880,2622,2565,2711,3078,3716
40,Delaware,NaN,1850,1614,1495,1496,1594,1840
41,Mississippi,NaN,3171,3113,3158,3413,3923,4684
42,New Mexico,NaN,6292,7000,7703,8456,9354,10629
43,North Dakota,NaN,3318,3092,2842,2619,2505,2450
44,Wyoming,NaN,2743,2477,2251,2042,1942,1866
45,Alaska,NaN,4629,3931,3321,2939,2657,2540
46,Maine,NaN,3322,3372,3540,3844,4309,4944
47,Alabama,NaN,14869,26202,35303,36145,32577,29600
48,Idaho,NaN,6589,5585,5005,4779,4744,4869
49,Montana,NaN,5242,4652,4137,3774,3488,3384
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5693,5040,4639,4401,4374,4502
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
