,State,655,661,668,675,682,689,696
0,Washington,NaN,12317,11482,12026,14035,17340,23027
1,Illinois,NaN,17776,21323,27376,36077,48619,64201
2,California,NaN,45865,53982,68746,95559,138405,201912
3,Arizona,NaN,21372,24448,28553,33464,38487,44172
4,Massachusetts,NaN,9425,11468,15574,22305,32354,44689
5,Wisconsin,NaN,17263,19460,22118,25828,30337,35764
6,Texas,NaN,22930,22664,25205,31162,40706,58249
7,Nebraska,NaN,10054,13480,16779,19664,21199,20759
8,Utah,NaN,7446,7781,8186,8984,9938,11343
9,Oregon,NaN,7090,6855,7027,7565,8656,10298
10,Florida,NaN,12056,12217,14321,19654,31555,55580
11,New York,NaN,27522,29668,35234,45821,64138,91089
12,Rhode Island,NaN,1643,1624,1744,2065,2576,3451
13,Georgia,NaN,7862,7899,8559,10059,12716,17203
14,New Hampshire,NaN,6482,11714,18160,23106,23001,18959
15,North Carolina,NaN,12123,11316,11210,11800,13136,15537
16,New Jersey,NaN,9433,11495,15924,24375,37598,54427
17,Colorado,NaN,20408,21442,22903,25223,27778,30822
18,Maryland,NaN,4917,5378,6593,8956,13208,20337
19,Nevada,NaN,5371,7042,9137,11961,15762,20529
20,Tennessee,NaN,6557,6218,6478,7558,9612,13487
21,Hawaii,NaN,765,764,832,1026,1369,1851
22,Indiana,NaN,11646,12513,13715,15723,18809,23223
23,Kentucky,NaN,7826,7415,7472,8076,9409,11419
24,Minnesota,NaN,30204,38644,45386,49932,50389,47568
25,Oklahoma,NaN,4596,3979,3809,4033,4628,5656
26,Pennsylvania,NaN,27299,28041,28867,30087,31932,34088
27,South Carolina,NaN,5241,5056,5419,6376,8136,11389
28,District of Columbia,NaN,570,573,639,804,1076,1508
29,Kansas,NaN,5492,5450,5567,6038,6832,8146
30,Missouri,NaN,6731,7283,8246,9859,12060,15302
31,Vermont,NaN,1756,2094,2469,3008,3590,4213
32,Virginia,NaN,8850,8771,9351,10827,13781,18968
33,Connecticut,NaN,2461,2755,3440,4759,7032,10806
34,Iowa,NaN,7703,8163,8887,10001,11413,13432
35,Louisiana,NaN,3264,3631,4321,5199,6438,8597
36,Ohio,NaN,24782,25913,27634,30554,34882,40598
37,Michigan,NaN,34262,39018,43733,48480,54185,59600
38,South Dakota,NaN,2460,2615,2803,3092,3546,4041
39,Arkansas,NaN,2823,2783,2860,3271,3904,4948
40,Delaware,NaN,1696,1604,1560,1629,1809,2066
41,Mississippi,NaN,2169,2010,2056,2265,2755,3539
42,New Mexico,NaN,7502,8403,9252,10284,11530,12701
43,North Dakota,NaN,3422,3238,3072,2888,2745,2579
44,Wyoming,NaN,2336,2082,1864,1738,1655,1642
45,Alaska,NaN,3942,3455,2994,2744,2567,2460
46,Maine,NaN,3491,3723,3986,4339,4875,5499
47,Alabama,NaN,4516,4312,4709,5532,7008,9219
48,Idaho,NaN,4771,3996,3598,3518,3570,3824
49,Montana,NaN,4487,3915,3466,3184,3047,3018
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5138,4603,4385,4302,4484,4793
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
