,State,326,332,339,346,353
0,Washington,202063,31544,36335,40495,43529
1,Illinois,848904,34481,24983,17495,11868
2,California,1585378,186739,216529,240849,255776
3,Arizona,408442,22907,26003,29063,31871
4,Massachusetts,290578,26364,27602,28172,28003
5,Wisconsin,468956,17092,12399,8861,6263
6,Texas,1481899,117857,127384,134375,137875
7,Nebraska,148861,16240,14705,12660,10404
8,Utah,233904,18047,16251,14124,11877
9,Oregon,93853,16299,18754,20881,22407
10,Florida,1125931,72585,74647,74689,72786
11,New York,774767,81757,95453,107733,117103
12,Rhode Island,70818,8620,8319,7615,6636
13,Georgia,542838,28432,28823,28971,28882
14,New Hampshire,30956,7912,10097,12360,14330
15,North Carolina,436595,30286,31478,32094,32086
16,New Jersey,400650,57453,66053,72612,75866
17,Colorado,288193,20589,16538,12910,9815
18,Maryland,234647,19338,21052,22360,23149
19,Nevada,186833,21987,22119,21074,19061
20,Tennessee,454305,35866,35963,35000,33060
21,Hawaii,19588,652,645,635,624
22,Indiana,425434,28026,22270,17044,12610
23,Kentucky,223103,23246,23191,22402,20949
24,Minnesota,378823,25711,20131,15351,11456
25,Oklahoma,237668,17740,15842,13782,11721
26,Pennsylvania,495099,80467,87091,89949,88621
27,South Carolina,252206,15057,16439,17749,18898
28,District of Columbia,24874,2114,2502,2913,3321
29,Kansas,188460,19201,17201,14651,11915
30,Missouri,353178,14006,10734,8099,6031
31,Vermont,5753,1570,2008,2499,3014
32,Virginia,281909,15585,15762,15744,15534
33,Connecticut,146761,23824,26452,28002,28158
34,Iowa,256249,8802,6205,4302,2944
35,Louisiana,268613,28543,32166,34587,35407
36,Ohio,562727,49313,42925,36121,29438
37,Michigan,465159,40670,35225,29533,24020
38,South Dakota,91038,3236,2418,1799,1339
39,Arkansas,185702,13871,13412,12511,11266
40,Delaware,45460,6767,7844,8640,8990
41,Mississippi,179447,5982,5715,5394,5034
42,New Mexico,119800,6418,4434,2970,1935
43,North Dakota,87871,4649,3447,2482,1749
44,Wyoming,39360,4654,3978,3264,2593
45,Alaska,41143,4402,3987,3463,2898
46,Maine,15923,2627,3074,3543,4015
47,Alabama,295631,19807,20394,20489,20064
48,Idaho,121179,7827,7055,6211,5358
49,Montana,73303,6119,5315,4449,3600
50,Puerto Rico,62431,6483,6966,7386,7722
51,Virgin Islands,1791,NaN,NaN,NaN,NaN
52,Guam,7079,NaN,NaN,NaN,NaN
53,West Virginia,63217,6328,5879,5329,4717
54,Northern Mariana Islands,113,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
