,County,312,318,325,332,339,346,353
0,01001,2751,108,103,100,95,87,81
1,01003,8820,688,729,746,745,708,660
2,01005,1175,20,15,14,16,21,22
3,01007,1188,107,125,123,110,93,76
4,01009,2946,183,154,142,132,125,115
5,01011,700,2,3,7,7,9,12
6,01013,1173,14,14,14,16,19,21
7,01015,6366,394,433,435,415,373,307
8,01017,1772,105,110,112,105,92,84
9,01019,1029,64,64,66,66,66,61
10,01021,2250,76,74,75,79,78,76
11,01023,426,0,0,4,7,7,7
12,01025,1589,43,42,41,42,44,43
13,01027,920,27,28,29,33,33,34
14,01029,774,39,39,42,39,40,35
15,01031,2465,121,112,106,105,96,88
16,01033,3146,168,141,134,135,136,130
17,01035,685,9,7,11,14,14,14
18,01037,346,29,34,35,33,33,28
19,01039,2203,45,34,35,36,37,40
20,01041,712,20,20,18,21,21,21
21,01043,4474,295,226,206,208,207,205
22,01045,2344,85,77,77,76,77,77
23,01047,2265,123,137,143,137,124,110
24,01049,4897,396,404,406,396,357,316
25,01051,4094,130,120,118,117,117,113
26,01053,1986,54,59,62,65,65,69
27,01055,6351,514,459,425,404,374,338
28,01057,922,41,39,35,36,36,35
29,01059,2542,66,58,59,64,67,66
30,01061,1237,52,51,53,50,49,46
31,01063,427,2,6,7,7,9,7
32,01065,977,40,46,48,48,42,40
33,01067,867,16,14,19,21,21,25
34,01069,5323,304,332,335,322,304,276
35,01071,3271,312,395,406,373,317,257
36,01073,32718,2039,1552,1335,1313,1302,1276
37,01075,683,42,45,48,48,45,40
38,01077,4133,379,389,384,359,330,299
39,01079,1296,94,95,95,90,87,79
40,01081,7785,299,280,320,376,422,450
41,01083,4302,286,235,212,208,202,195
42,01085,799,8,9,11,13,13,14
43,01087,745,64,71,71,65,57,54
44,01089,13425,1021,902,876,871,858,824
45,01091,1225,14,14,18,24,29,36
46,01093,1413,62,68,75,75,78,79
47,01095,6309,585,557,530,508,464,425
48,01097,19904,902,895,917,950,939,927
49,01099,790,33,35,35,36,33,34
50,01101,12380,410,385,374,369,379,374
51,01103,6751,674,604,555,517,487,442
52,01105,689,7,9,16,19,21,26
53,01107,1242,52,47,45,47,46,43
54,01109,1592,55,58,56,57,54,56
