forecast_date,target,target_end_date,location,type,quantile,value
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.025,4953.20911343192
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.1,5131.146687607252
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.25,5352.771737660616
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.5,5558.847657522697
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.75,5805.3424043678515
2020-08-21,1 wk ahead inc case,2020-08-29,01,quantile,0.9,6001.868448862675
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.01,76.23546341183851
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.01,2064.596200956715
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.025,81.47147760972234
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.025,2069.832215154599
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.05,84.52664702875632
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.05,2072.887384573633
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.1,87.27949672691807
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.1,2075.6402342717947
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.15,89.43959616642019
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.15,2077.800333711297
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.2,90.96960983264694
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.2,2079.330347377524
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.25,92.31649969128262
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.25,2080.6772372361593
2020-08-21,1 wk ahead inc death,2020-08-29,01,quantile,0.3,93.61603296376164
2020-08-21,1 wk ahead cum death,2020-08-29,01,quantile,0.3,2081.9767705086388
