,County,291,297,304,311
0,01001,2307,139,164,201
1,01003,7263,345,367,399
2,01005,1098,26,19,11
3,01007,942,47,45,36
4,01009,2338,261,315,359
5,01011,664,9,12,13
6,01013,1053,27,35,41
7,01015,5214,324,316,288
8,01017,1488,95,110,106
9,01019,846,69,79,94
10,01021,2016,54,45,35
11,01023,407,11,13,15
12,01025,1449,31,22,14
13,01027,816,38,41,41
14,01029,627,29,29,22
15,01031,1999,105,106,98
16,01033,2478,285,206,131
17,01035,607,32,44,51
18,01037,239,16,13,8
19,01039,1943,117,89,80
20,01041,647,23,26,26
21,01043,3239,484,579,695
22,01045,2055,160,138,119
23,01047,1985,86,115,138
24,01049,3903,210,168,132
25,01051,3471,118,125,115
26,01053,1827,68,88,106
27,01055,4918,425,535,643
28,01057,679,59,79,94
29,01059,2254,138,143,148
30,01061,1033,51,39,29
31,01063,361,10,12,14
32,01065,832,31,31,31
33,01067,782,29,23,15
34,01069,4517,159,126,81
35,01071,2488,159,136,114
36,01073,25957,1576,1781,1914
37,01075,556,24,20,14
38,01077,2956,220,237,260
39,01079,1006,75,45,25
40,01081,6921,223,262,303
41,01083,3386,267,230,173
42,01085,745,21,22,24
43,01087,612,49,58,73
44,01089,10442,641,593,442
45,01091,1097,29,19,11
46,01093,1213,88,112,131
47,01095,4865,315,402,486
48,01097,17802,599,751,927
49,01099,692,26,29,28
50,01101,11152,450,404,342
51,01103,4920,405,297,187
52,01105,619,18,23,25
53,01107,1008,89,95,98
54,01109,1430,54,57,62
55,01111,896,27,20,16
56,01113,2021,25,13,9
57,01115,3494,308,330,367
58,01117,8315,507,610,720
59,01119,509,24,33,38
60,01121,2947,146,141,125
61,01123,1484,95,104,112
62,01125,11244,415,357,267
63,01127,3141,233,263,287
64,01129,816,43,49,50
65,01131,592,14,17,19
66,01133,1042,66,75,85
67,02013,19,2,2,2
68,02016,103,,,NaN
69,02020,10209,1937,2389,2808
70,02050,672,199,247,275
71,02060,0,0,0,0
72,02068,33,5,5,6
73,02070,70,12,14,15
74,02090,2533,253,229,219
75,02100,15,2,2,2
76,02105,0,0,0,0
77,02110,655,101,116,137
78,02122,1362,303,346,392
79,02130,134,30,45,52
80,02150,143,29,23,18
81,02158,327,94,90,72
82,02164,117,7,9,9
83,02170,1946,574,688,825
84,02180,153,14,17,18
85,02185,319,38,41,38
86,02188,284,28,23,20
87,02195,21,,,NaN
88,02198,40,,,NaN
89,02220,98,14,17,18
90,02230,7,1,0,1
91,02240,105,19,14,8
92,02261,196,25,32,36
93,02275,19,0,0,0
94,02282,38,1,1,2
95,02290,127,11,13,15
96,04001,4127,162,175,174
97,04003,2384,202,277,331
98,04005,5846,505,584,616
99,04007,2168,171,182,168
100,04009,1434,204,249,293
101,04011,116,4,4,3
102,04012,646,14,12,9
