,County,200,206,213,220
0,01001,1169,173,106,95
1,01003,3544,414,363,315
2,01005,575,,,NaN
3,01007,438,73,48,40
4,01009,800,84,78,70
5,01011,464,37,44,41
6,01013,764,38,66,63
7,01015,1784,260,196,165
8,01017,841,47,77,71
9,01019,273,37,29,25
10,01021,792,99,85,73
11,01023,283,18,26,23
12,01025,662,211,106,74
13,01027,258,47,30,24
14,01029,127,9,14,12
15,01031,761,71,75,67
16,01033,1181,117,118,104
17,01035,393,32,36,34
18,01037,101,12,11,7
19,01039,735,48,68,63
20,01041,318,39,34,28
21,01043,1225,113,122,107
22,01045,834,71,80,73
23,01047,1323,77,119,112
24,01049,1819,164,176,156
25,01051,1723,163,171,152
26,01053,1082,127,113,98
27,01055,2121,239,217,190
28,01057,207,38,24,21
29,01059,1274,111,124,112
30,01061,261,35,28,23
31,01063,251,17,22,21
32,01065,476,31,44,41
33,01067,263,25,27,21
34,01069,1398,117,133,120
35,01071,989,181,115,94
36,01073,13109,1542,1354,1172
37,01075,222,29,23,21
38,01077,1167,123,119,103
39,01079,349,47,37,33
40,01081,2678,241,261,233
41,01083,1333,166,140,120
42,01085,572,36,53,49
43,01087,335,35,35,29
44,01089,5378,501,520,466
45,01091,552,47,56,48
46,01093,574,46,56,50
47,01095,3167,284,303,272
48,01097,9947,1092,1004,880
49,01099,421,38,42,37
50,01101,6835,760,642,578
51,01103,2393,230,234,209
52,01105,442,27,40,37
53,01107,400,44,40,35
54,01109,709,66,70,61
55,01111,401,26,35,34
56,01113,1368,165,143,124
57,01115,1338,152,139,119
58,01117,3283,313,325,287
59,01119,360,,,NaN
60,01121,1026,130,107,92
61,01123,855,65,82,74
62,01125,4213,352,403,364
63,01127,1526,102,141,130
64,01129,391,91,52,40
65,01131,429,36,42,37
66,01133,453,37,42,39
67,02013,2,0,0,0
68,02016,4,,,NaN
69,02020,2159,363,274,240
70,02050,22,,,NaN
71,02060,10,,,NaN
72,02068,1,0,0,0
73,02070,1,0,0,0
74,02090,439,,,NaN
75,02100,4,0,0,0
76,02105,0,0,0,0
77,02110,107,23,14,14
78,02122,322,,,NaN
79,02130,37,6,7,7
80,02150,6,0,0,0
81,02158,6,,,NaN
82,02164,0,0,0,0
83,02170,340,52,40,36
84,02180,19,,,NaN
85,02185,18,,,NaN
86,02188,39,10,7,7
87,02195,6,0,0,0
88,02198,8,0,0,0
89,02220,26,,,NaN
90,02230,0,0,0,0
91,02240,17,5,0,0
92,02261,50,,,NaN
93,02275,9,0,0,0
94,02282,7,0,0,0
95,02290,52,8,7,7
96,04001,3193,127,83,61
97,04003,1603,53,42,31
98,04005,3090,107,83,60
99,04007,912,67,29,18
100,04009,545,51,18,11
101,04011,57,,,NaN
102,04012,476,,,NaN
103,04013,126053,5343,3513,2469
104,04015,3186,154,87,62
105,04017,5374,131,139,105
106,04019,17880,1095,532,356
107,04021,8378,163,209,160
108,04023,2662,69,69,51
109,04025,2004,137,60,40
110,04027,11510,359,310,224
111,05001,217,20,24,21
112,05003,326,,,NaN
113,05005,71,11,7,7
114,05007,4774,304,516,523
115,05009,211,36,29,28
116,05011,190,45,30,26
117,05013,16,,,NaN
118,05015,354,22,39,39
119,05017,733,215,129,104
120,05019,177,18,21,21
121,05021,136,28,17,14
122,05023,200,21,21,21
123,05025,97,29,17,14
124,05027,215,17,24,21
125,05029,152,14,20,16
126,05031,1344,218,184,165
127,05033,627,79,76,73
128,05035,1356,132,159,155
129,05037,195,24,25,21
130,05039,63,8,7,7
131,05041,194,35,28,23
132,05043,203,38,29,26
133,05045,1304,113,147,145
134,05047,126,18,16,14
135,05049,42,14,7,7
136,05051,1008,141,127,119
137,05053,136,13,14,14
138,05055,476,87,68,60
139,05057,239,24,28,28
140,05059,1546,112,166,169
141,05061,340,43,42,42
142,05063,517,124,74,63
143,05065,53,7,7,7
144,05067,112,,,NaN
145,05069,1534,171,182,176
146,05071,668,47,72,73
147,05073,54,7,7,7
148,05075,212,28,28,27
149,05077,894,,,NaN
150,05079,1219,64,128,131
151,05081,181,26,23,21
152,05083,261,69,41,35
153,05085,512,65,63,61
154,05087,270,15,27,28
155,05089,28,,,NaN
156,05091,512,49,60,56
157,05093,1014,224,146,126
158,05095,60,8,7,7
159,05097,35,9,7,7
160,05099,142,12,14,14
161,05101,103,7,12,14
162,05103,100,20,14,14
163,05105,54,,,NaN
164,05107,318,37,35,35
165,05109,101,21,16,14
166,05111,272,,,NaN
167,05113,142,14,14,14
168,05115,1313,116,150,148
169,05117,91,18,14,14
170,05119,5582,740,682,646
171,05121,213,39,30,28
172,05123,1209,92,132,132
173,05125,1046,163,131,122
174,05127,61,18,9,7
175,05129,30,,,NaN
176,05131,2176,336,278,258
177,05133,989,69,110,110
178,05135,113,8,14,14
179,05137,69,14,9,7
180,05139,499,69,56,56
181,05141,53,,,NaN
182,05143,6298,,,NaN
183,05145,322,58,45,42
184,05147,21,0,0,0
185,05149,1066,59,114,117
186,06001,13213,1553,1052,777
187,06003,2,0,0,0
188,06005,164,35,18,11
189,06007,1095,142,91,65
190,06009,147,21,12,7
191,06011,362,30,26,21
192,06013,9182,1082,686,521
193,06015,99,10,7,7
194,06017,729,85,58,43
195,06019,17290,2067,1312,988
196,06021,360,27,26,21
197,06023,282,,,NaN
198,06025,9693,377,606,515
199,06027,89,,,NaN
200,06029,23583,2863,1634,1277
201,06031,4453,99,262,233
202,06033,220,12,14,14
203,06035,638,,,NaN
204,06037,208563,15287,14100,11397
205,06039,2302,328,196,139
206,06041,5327,288,340,284
207,06043,61,,,NaN
208,06045,431,,,NaN
209,06047,5012,664,416,300
210,06049,5,6,1,0
211,06051,154,10,8,7
212,06053,5293,394,350,285
213,06055,1046,145,87,63
214,06057,322,23,21,18
215,06059,39641,2274,2486,2095
216,06061,2186,241,171,127
217,06063,34,,,NaN
218,06065,40452,3340,2907,2280
219,06067,10795,704,735,595
220,06069,715,64,52,39
221,06071,35712,2433,2386,1944
222,06073,32330,2562,2153,1746
223,06075,7548,640,516,413
224,06077,12303,553,786,659
225,06079,2093,184,154,119
226,06081,6110,434,424,338
227,06083,6704,526,476,376
228,06085,11687,937,777,630
229,06087,1238,87,85,69
230,06089,418,28,28,23
231,06091,3,0,0,0
232,06093,93,19,9,7
233,06095,4029,392,303,233
234,06097,3556,429,252,196
235,06099,9665,543,613,514
236,06101,942,134,74,54
237,06103,276,39,24,16
238,06105,5,0,0,0
239,06107,10475,741,727,581
240,06109,152,12,11,7
241,06111,8146,759,605,465
242,06113,1721,151,119,93
243,06115,600,91,48,36
244,08001,6491,396,350,308
245,08003,230,,,NaN
246,08005,7311,335,382,342
247,08007,36,,,NaN
248,08009,15,1,0,0
249,08011,9,,,NaN
250,08013,2046,126,109,96
251,08014,473,,,NaN
252,08015,303,18,14,14
253,08017,9,1,0,0
254,08019,30,,,NaN
255,08021,23,0,0,0
256,08023,23,1,0,0
257,08025,72,0,4,0
258,08027,11,0,0,0
259,08029,121,11,7,7
260,08031,10224,478,533,476
261,08033,1,,,NaN
262,08035,1734,90,93,81
263,08037,1123,58,61,53
264,08039,105,17,8,7
265,08041,5006,378,284,240
266,08043,125,13,7,7
267,08045,767,47,42,36
268,08047,16,0,0,0
269,08049,46,,,NaN
270,08051,272,15,14,14
271,08053,3,0,0,0
272,08055,8,0,0,0
273,08057,9,0,0,0
274,08059,4177,223,225,196
275,08061,0,0,0,0
