,County,284,290,297,304
0,01001,2182,116,141,160
1,01003,6974,405,486,570
2,01005,1062,39,22,15
3,01007,883,48,40,32
4,01009,2128,165,188,185
5,01011,653,12,14,15
6,01013,1025,13,9,7
7,01015,4913,542,541,635
8,01017,1397,53,32,20
9,01019,786,44,48,45
10,01021,1962,73,63,59
11,01023,395,6,6,8
12,01025,1405,74,60,54
13,01027,777,30,23,17
14,01029,592,24,14,9
15,01031,1882,137,131,138
16,01033,2310,153,112,68
17,01035,579,15,16,19
18,01037,231,16,19,22
19,01039,1887,149,150,108
20,01041,624,14,11,8
21,01043,2856,383,462,524
22,01045,1943,186,198,208
23,01047,1908,39,47,46
24,01049,3697,315,317,302
25,01051,3314,117,108,103
26,01053,1771,40,41,38
27,01055,4552,338,381,433
28,01057,614,38,39,41
29,01059,2180,81,85,85
30,01061,980,101,108,118
31,01063,350,14,16,18
32,01065,800,30,27,25
33,01067,754,84,77,90
34,01069,4339,,,NaN
35,01071,2340,220,239,248
36,01073,24475,1310,1493,1654
37,01075,530,55,59,70
38,01077,2760,288,315,371
39,01079,950,62,38,20
40,01081,6727,160,137,92
41,01083,3150,210,185,155
42,01085,731,17,16,16
43,01087,568,22,30,32
44,01089,9806,454,434,384
45,01091,1066,54,44,31
46,01093,1128,52,55,62
47,01095,4578,187,218,243
48,01097,17300,479,552,623
49,01099,666,27,30,33
50,01101,10727,651,634,646
51,01103,4569,336,265,158
52,01105,605,17,20,22
53,01107,932,81,91,100
54,01109,1394,51,50,45
55,01111,871,33,28,23
56,01113,1999,68,58,42
57,01115,3242,305,368,409
58,01117,7836,417,431,457
59,01119,488,15,16,19
60,01121,2814,132,102,66
61,01123,1402,71,79,76
62,01125,10796,462,406,327
63,01127,2969,169,181,177
64,01129,775,,,NaN
65,01131,576,12,14,15
66,01133,983,38,36,31
67,02013,16,1,1,1
68,02016,100,,,NaN
69,02020,8558,1463,1751,2001
70,02050,486,150,170,191
71,02060,0,0,0,0
72,02068,31,7,9,11
73,02070,61,17,22,25
74,02090,2297,282,307,329
75,02100,13,1,2,2
76,02105,0,0,0,0
77,02110,590,96,117,140
78,02122,1124,255,327,376
79,02130,90,6,7,9
80,02150,124,20,27,31
81,02158,250,139,123,120
82,02164,113,11,13,16
83,02170,1520,448,553,655
84,02180,138,18,22,27
85,02185,281,30,24,18
86,02188,258,27,25,18
87,02195,20,3,3,5
88,02198,35,1,1,1
89,02220,82,8,10,12
90,02230,8,5,6,8
91,02240,90,20,27,31
92,02261,176,15,20,24
93,02275,19,0,0,0
94,02282,37,3,3,5
95,02290,120,14,18,22
96,04001,4003,118,120,107
97,04003,2205,114,140,161
98,04005,5405,384,399,389
99,04007,1989,130,120,100
100,04009,1281,137,156,166
101,04011,104,,,NaN
102,04012,628,16,13,8
103,04013,159781,5792,6714,7389
104,04015,4453,176,228,252
105,04017,6538,205,212,189
106,04019,28824,1197,1560,1757
107,04021,12174,519,641,741
108,04023,3065,59,72,73
109,04025,3029,177,222,260
110,04027,13994,427,464,475
111,05001,726,59,53,47
112,05003,573,45,51,61
113,05005,776,140,160,167
114,05007,8619,607,687,783
115,05009,1099,79,76,72
116,05011,373,9,9,9
117,05013,59,8,7,8
118,05015,1049,51,44,33
119,05017,1056,13,13,13
120,05019,530,26,24,19
121,05021,517,45,41,38
122,05023,500,21,18,13
123,05025,257,31,33,33
124,05027,757,65,79,88
125,05029,361,21,27,32
126,05031,4938,471,504,508
127,05033,2189,151,149,131
128,05035,2532,217,242,262
129,05037,616,46,52,56
130,05039,188,2,2,2
131,05041,431,32,30,33
132,05043,440,20,14,11
133,05045,3543,211,208,191
134,05047,575,64,63,58
135,05049,348,35,29,24
136,05051,2645,260,303,353
137,05053,382,24,23,20
138,05055,1666,261,289,325
139,05057,593,52,53,52
