,County,382,388,395,402
0,01001,5869,237,218,202
1,01003,18723,720,652,612
2,01005,2008,84,73,71
3,01007,2339,45,32,27
4,01009,5915,205,194,170
5,01011,1128,44,46,43
6,01013,1865,62,56,53
7,01015,12402,390,348,303
8,01017,3263,93,73,65
9,01019,1730,33,28,24
10,01021,3615,65,60,49
11,01023,540,5,3,2
12,01025,3331,168,154,152
13,01027,1360,20,19,13
14,01029,1321,46,38,35
15,01031,5086,209,183,167
16,01033,5873,145,124,104
17,01035,1032,29,28,29
18,01037,749,66,79,81
19,01039,3747,169,163,156
20,01041,1353,50,43,37
21,01043,8731,177,144,114
22,01045,4410,127,104,90
23,01047,3268,61,49,44
24,01049,8271,145,115,90
25,01051,8896,288,247,203
26,01053,3630,130,116,108
27,01055,12800,264,207,159
28,01057,1919,51,47,35
29,01059,3910,57,47,36
30,01061,2320,86,66,58
31,01063,825,24,25,22
32,01065,2001,63,49,41
33,01067,1749,75,71,65
34,01069,9720,303,246,213
35,01071,6364,152,128,114
36,01073,68456,1608,1350,1122
37,01075,1269,28,24,20
38,01077,8366,184,148,117
39,01079,2723,70,58,45
40,01081,14337,547,516,481
41,01083,8939,255,222,189
42,01085,1269,56,50,47
43,01087,1339,56,54,51
44,01089,30744,1161,1064,964
45,01091,2219,54,41,39
46,01093,2659,45,33,26
47,01095,10986,212,170,140
48,01097,34090,1195,1116,1032
49,01099,1624,53,50,46
50,01101,21482,678,588,529
51,01103,13250,228,181,138
52,01105,1050,32,34,31
53,01107,2147,76,68,68
54,01109,2826,80,73,62
55,01111,1559,43,40,36
56,01113,3862,153,146,145
57,01115,8439,240,209,166
58,01117,20845,712,652,600
59,01119,952,32,37,44
60,01121,7155,339,338,317
61,01123,3406,137,127,135
62,01125,23049,699,611,551
63,01127,6256,82,67,49
64,01129,1495,31,26,23
65,01131,1167,48,44,46
66,01133,2400,19,12,9
67,02013,260,70,57,28
68,02016,360,47,49,55
69,02020,25724,287,229,203
70,02050,3413,117,102,95
71,02060,0,0,0,0
72,02068,68,2,1,1
73,02070,178,6,6,4
74,02090,5942,72,62,53
75,02100,26,1,1,0
76,02105,0,0,0,0
77,02110,1194,40,43,51
78,02122,3933,19,15,11
79,02130,292,8,6,6
80,02150,1043,9,7,7
81,02158,1149,45,46,51
82,02164,168,0,0,0
83,02170,7688,178,183,170
84,02180,313,3,3,3
85,02185,986,,,NaN
86,02188,573,6,6,4
87,02195,49,,,NaN
88,02198,75,0,1,0
89,02220,307,4,3,3
90,02230,16,0,0,0
91,02240,444,9,7,7
92,02261,454,27,26,32
93,02275,27,0,1,0
94,02282,66,1,1,0
95,02290,271,5,4,4
96,04001,9854,253,190,144
97,04003,10602,186,140,116
98,04005,15675,408,371,303
99,04007,6159,167,131,111
100,04009,5158,,,NaN
101,04011,536,7,5,3
102,04012,2300,67,61,53
103,04013,487042,16991,14116,12321
104,04015,20113,900,728,673
105,04017,14907,392,330,268
106,04019,104675,3632,3109,2686
107,04021,43825,1851,1581,1434
108,04023,7510,73,53,38
109,04025,16548,360,289,242
110,04027,35729,505,379,294
111,05001,1881,102,104,99
112,05003,1695,57,54,50
113,05005,2722,91,89,83
114,05007,25959,825,748,652
115,05009,3471,149,140,129
116,05011,1288,39,35,30
117,05013,372,27,25,21
118,05015,2666,100,99,97
119,05017,1574,18,16,14
120,05019,1921,86,81,74
121,05021,1638,55,60,55
122,05023,1822,63,59,50
123,05025,888,89,100,96
124,05027,2028,93,96,94
125,05029,2071,89,86,77
126,05031,12441,241,225,189
127,05033,6494,269,268,241
128,05035,5521,139,133,119
129,05037,1858,34,29,23
130,05039,693,27,27,26
131,05041,1268,68,66,66
132,05043,1913,64,56,51
133,05045,11211,545,548,505
134,05047,1550,51,46,39
135,05049,1048,16,22,24
136,05051,8998,530,573,529
137,05053,1489,88,97,94
138,05055,5671,172,153,138
139,05057,1722,85,91,88
140,05059,4586,168,169,157
141,05061,1440,84,93,94
142,05063,3558,89,79,66
143,05065,1605,45,44,40
144,05067,3110,41,36,32
145,05069,8311,278,259,243
146,05071,2575,92,80,75
147,05073,475,26,27,29
148,05075,1954,39,35,30
149,05077,1617,6,4,2
150,05079,3090,43,39,36
151,05081,1083,46,47,45
152,05083,2064,81,83,77
153,05085,6304,324,312,282
154,05087,1373,48,40,37
155,05089,898,37,34,34
156,05091,3563,185,210,215
157,05093,5407,156,132,123
158,05095,774,55,51,50
159,05097,688,29,35,33
160,05099,739,27,24,24
161,05101,664,17,18,16
162,05103,2063,106,99,93
163,05105,748,44,49,47
164,05107,1651,58,53,52
165,05109,911,25,29,25
166,05111,3005,62,54,42
167,05113,1767,86,97,91
168,05115,7382,179,157,132
169,05117,836,56,49,46
170,05119,35510,1717,1635,1549
171,05121,1896,56,56,50
172,05123,3367,51,45,39
173,05125,10878,486,468,438
174,05127,902,39,38,37
175,05129,633,20,18,16
176,05131,13957,428,373,324
177,05133,2462,91,117,125
178,05135,1488,34,31,26
179,05137,938,21,17,16
180,05139,3506,163,160,140
181,05141,1167,72,69,69
182,05143,28385,700,628,535
183,05145,6832,314,314,294
184,05147,592,34,32,24
185,05149,3206,114,120,101
186,06001,76170,2741,2375,2171
187,06003,78,,,NaN
188,06005,3306,148,141,144
189,06007,10480,334,287,264
190,06009,1832,69,63,60
191,06011,2004,70,63,58
192,06013,59107,2035,1811,1675
193,06015,898,10,8,7
194,06017,8647,283,258,233
195,06019,90944,2428,2014,1706
196,06021,2136,57,54,47
197,06023,2907,198,190,195
198,06025,26514,328,248,188
199,06027,1140,68,73,70
200,06029,97249,3582,3195,2968
201,06031,21246,619,531,474
202,06033,2920,116,111,104
203,06035,5435,77,54,51
204,06037,1146483,30083,23824,19192
205,06039,14807,395,321,276
206,06041,12625,352,331,321
207,06043,379,17,16,16
208,06045,3601,181,194,196
209,06047,27134,893,749,677
210,06049,430,23,26,27
211,06051,1180,,,NaN
212,06053,40532,1460,1221,1118
213,06055,8639,333,286,263
214,06057,3624,154,140,137
215,06059,252311,6538,5448,4817
216,06061,18836,464,354,320
217,06063,632,10,10,7
218,06065,280170,8388,6645,5707
219,06067,88532,1975,1611,1362
220,06069,5516,151,116,102
221,06071,277949,5515,4007,3330
222,06073,246564,8890,7795,6887
223,06075,32437,942,859,776
224,06077,63619,1922,1648,1456
225,06079,18467,900,829,781
226,06081,36824,1376,1209,1122
227,06083,29941,1603,1464,1416
228,06085,105094,3178,2695,2318
229,06087,13915,543,498,447
230,06089,10632,309,272,252
231,06091,95,3,2,2
232,06093,1598,63,61,62
233,06095,28686,975,848,773
234,06097,26836,840,718,660
235,06099,52806,1727,1328,935
236,06101,8516,255,228,206
237,06103,4831,189,179,174
238,06105,311,2,2,2
239,06107,45834,1220,942,804
240,06109,3660,106,97,90
241,06111,73431,3746,3300,3048
242,06113,12061,450,377,346
243,06115,5431,147,109,102
244,08001,46481,687,618,528
245,08003,1206,47,45,44
246,08005,46021,984,914,821
247,08007,616,8,6,5
248,08009,269,3,3,2
249,08011,1328,35,51,57
250,08013,17646,425,405,377
251,08014,3533,104,104,95
252,08015,1349,23,14,8
253,08017,125,5,3,3
254,08019,351,4,3,2
255,08021,415,9,7,6
256,08023,180,,,NaN
257,08025,1885,78,94,96
258,08027,162,0,1,0
259,08029,2383,62,48,43
260,08031,56677,975,882,790
261,08033,63,0,1,0
262,08035,19668,659,692,665
263,08037,4598,209,215,210
264,08039,1202,47,53,55
265,08041,48851,940,944,826
266,08043,5229,80,70,64
267,08045,4922,119,102,91
268,08047,155,5,3,3
269,08049,1083,111,119,106
270,08051,1086,24,13,9
271,08053,16,0,0,0
272,08055,294,,,NaN
273,08057,45,0,1,0
274,08059,35284,670,597,530
275,08061,89,,,NaN
276,08063,509,5,5,3
277,08065,597,69,70,63
278,08067,2765,63,70,67
