,County,396,402,409,416
0,01001,6117,66,37,21
1,01003,19433,232,161,102
2,01005,2070,19,12,6
3,01007,2416,22,13,8
4,01009,6042,48,41,26
5,01011,1151,8,4,3
6,01013,1940,34,29,24
7,01015,12940,215,172,129
8,01017,3367,34,23,14
9,01019,1753,7,4,2
10,01021,3785,73,53,44
11,01023,546,2,1,0
12,01025,3419,19,9,5
13,01027,1419,25,21,18
14,01029,1354,9,7,3
15,01031,5208,27,15,7
16,01033,5968,23,15,6
17,01035,1064,11,6,5
18,01037,859,,,NaN
19,01039,3901,48,31,17
20,01041,1426,23,14,8
21,01043,8829,17,7,4
22,01045,4596,72,53,39
23,01047,3331,42,52,57
24,01049,8405,34,21,11
25,01051,9250,102,67,39
26,01053,3741,25,14,6
27,01055,13056,67,39,20
28,01057,1983,25,21,15
29,01059,3957,7,3,1
30,01061,2373,14,8,4
31,01063,864,17,12,11
32,01065,2060,38,48,47
33,01067,1806,14,7,3
34,01069,10002,78,43,23
35,01071,6438,13,6,3
36,01073,70177,454,263,144
37,01075,1294,7,4,2
38,01077,8523,34,18,8
39,01079,2795,18,9,5
40,01081,14798,131,79,40
41,01083,9264,88,47,28
42,01085,1298,6,2,1
43,01087,1393,17,12,6
44,01089,31957,323,179,100
45,01091,2381,45,48,49
46,01093,2736,20,13,9
47,01095,11174,52,31,16
48,01097,35345,376,233,139
49,01099,1652,8,5,2
50,01101,22294,232,139,79
51,01103,13483,59,33,18
52,01105,1045,0,0,0
53,01107,2220,26,19,12
54,01109,2912,20,10,4
55,01111,1604,19,16,11
56,01113,3994,37,20,12
57,01115,8718,87,60,37
58,01117,21604,242,168,104
59,01119,978,7,4,2
60,01121,7400,77,53,28
61,01123,3518,72,93,93
62,01125,23783,254,190,130
63,01127,6447,85,81,72
64,01129,1546,17,10,7
65,01131,1202,8,3,2
66,01133,2439,10,7,4
67,02013,356,,,NaN
68,02016,491,83,93,86
69,02020,26359,265,249,226
70,02050,3529,19,9,3
71,02060,0,0,0,0
72,02068,69,0,1,0
73,02070,197,6,5,3
74,02090,6118,80,81,75
75,02100,27,0,1,0
76,02105,0,0,0,0
77,02110,1220,8,7,4
78,02122,3987,21,19,17
79,02130,339,29,40,40
