,County,235,241,248,255
0,01001,1442,62,70,74
1,01003,4781,179,168,141
2,01005,622,,,NaN
3,01007,578,,,NaN
4,01009,1121,46,42,35
5,01011,558,,,NaN
6,01013,866,,,NaN
7,01015,2773,241,235,230
8,01017,863,,,NaN
9,01019,407,56,70,91
10,01021,1244,84,83,76
11,01023,331,,,NaN
12,01025,935,,,NaN
13,01027,435,58,52,56
14,01029,281,61,66,63
15,01031,1044,56,74,82
16,01033,1513,29,19,12
17,01035,444,,,NaN
18,01037,117,,,NaN
19,01039,842,,,NaN
20,01041,421,,,NaN
21,01043,1524,57,54,55
22,01045,1091,52,73,80
23,01047,1475,34,46,57
24,01049,2155,50,41,36
25,01051,2213,118,114,125
26,01053,1300,52,56,61
27,01055,2886,127,116,113
28,01057,353,56,68,88
29,01059,1662,72,56,48
30,01061,418,,,NaN
31,01063,282,25,26,20
32,01065,556,,,NaN
33,01067,361,,,NaN
34,01069,2008,85,79,64
35,01071,1362,40,33,24
36,01073,17407,783,734,673
37,01075,292,,,NaN
38,01077,1527,53,42,36
39,01079,532,31,27,21
40,01081,3613,118,82,58
41,01083,1796,101,119,141
42,01085,604,,,NaN
43,01087,420,,,NaN
44,01089,6846,334,327,348
45,01091,660,,,NaN
46,01093,787,48,55,60
47,01095,3544,34,34,28
48,01097,12528,216,146,95
49,01099,445,,,NaN
50,01101,8149,219,196,175
51,01103,2962,73,55,41
52,01105,487,,,NaN
53,01107,564,,,NaN
54,01109,882,30,35,34
55,01111,505,,,NaN
56,01113,1575,,,NaN
57,01115,1825,138,179,229
58,01117,4643,352,370,386
59,01119,405,,,NaN
60,01121,1366,56,66,73
61,01123,956,,,NaN
62,01125,5567,275,272,284
63,01127,2034,126,119,126
64,01129,507,,,NaN
65,01131,480,,,NaN
66,01133,623,59,70,90
67,02013,2,0,0,0
68,02016,7,0,0,0
69,02020,3544,284,277,248
70,02050,80,8,4,0
71,02060,10,0,0,0
72,02068,2,0,0,0
73,02070,6,0,0,0
74,02090,872,168,236,315
75,02100,4,0,0,0
76,02105,0,0,0,0
77,02110,235,49,67,78
78,02122,426,,,NaN
79,02130,48,0,0,0
80,02150,19,0,0,0
81,02158,9,0,0,0
82,02164,0,0,0,0
83,02170,537,34,28,23
84,02180,50,5,0,0
85,02185,61,,,NaN
86,02188,74,1,0,0
87,02195,7,0,0,0
88,02198,30,1,0,0
89,02220,40,0,0,0
90,02230,0,0,0,0
91,02240,21,0,0,0
92,02261,75,0,0,0
93,02275,12,0,0,0
94,02282,21,0,0,0
95,02290,75,3,0,0
96,04001,3386,20,19,14
97,04003,1860,15,12,7
98,04005,3550,201,237,288
99,04007,1168,29,34,34
100,04009,774,15,7,7
101,04011,58,0,0,0
102,04012,526,9,4,0
103,04013,137507,1658,1547,1478
104,04015,3790,50,24,18
105,04017,5686,30,21,14
106,04019,22418,548,468,418
107,04021,10183,231,173,139
108,04023,2783,,,NaN
109,04025,2423,53,57,56
110,04027,12400,71,42,28
111,05001,314,33,42,52
112,05003,400,30,50,65
113,05005,207,59,91,120
114,05007,5849,249,282,298
115,05009,531,173,211,274
116,05011,321,23,40,52
117,05013,28,6,7,7
118,05015,546,53,80,105
119,05017,976,,,NaN
120,05019,277,25,36,45
121,05021,229,27,32,39
122,05023,293,39,44,51
123,05025,159,26,27,28
124,05027,339,38,48,57
125,05029,231,21,31,38
126,05031,2360,320,428,533
127,05033,1088,105,149,182
128,05035,1801,75,85,83
129,05037,367,68,94,122
130,05039,154,27,26,28
131,05041,260,18,34,42
132,05043,332,29,43,54
133,05045,2012,274,387,501
134,05047,212,34,41,48
135,05049,98,18,16,19
136,05051,1624,102,101,89
137,05053,222,25,31,38
138,05055,715,39,41,30
139,05057,344,24,42,56
140,05059,1783,31,35,35
141,05061,448,34,57,73
142,05063,906,87,128,130
143,05065,128,23,21,23
144,05067,243,18,19,11
145,05069,2514,281,339,401
146,05071,799,50,97,128
147,05073,80,6,11,14
148,05075,313,22,21,12
149,05077,1021,,,NaN
150,05079,1780,,,NaN
151,05081,323,33,44,54
152,05083,381,31,49,63
153,05085,920,148,247,315
154,05087,319,24,41,52
155,05089,60,12,8,12
156,05091,717,78,114,151
157,05093,1499,67,57,46
158,05095,102,6,12,15
159,05097,121,10,16,20
160,05099,177,20,24,30
161,05101,172,,,NaN
162,05103,212,36,56,74
163,05105,72,12,14,14
164,05107,432,,,NaN
165,05109,212,35,35,38
166,05111,564,33,33,24
167,05113,247,18,31,40
168,05115,1943,66,57,44
169,05117,131,18,21,22
170,05119,8067,627,868,1115
171,05121,339,30,44,56
172,05123,1386,79,166,220
173,05125,1833,143,179,186
174,05127,92,6,11,14
175,05129,127,18,21,22
176,05131,3175,139,148,132
177,05133,1182,,,NaN
178,05135,166,19,23,28
179,05137,266,30,22,16
180,05139,796,75,98,117
181,05141,157,22,23,27
182,05143,8212,866,1169,1502
183,05145,638,76,124,162
184,05147,32,6,7,7
185,05149,1202,20,14,12
186,06001,19991,695,445,307
187,06003,2,0,0,0
188,06005,286,,,NaN
189,06007,2629,279,248,222
190,06009,298,26,23,21
191,06011,489,12,13,8
192,06013,15203,646,478,367
193,06015,129,6,4,0
194,06017,1034,25,20,14
195,06019,27076,705,382,249
196,06021,522,47,70,89
197,06023,447,31,37,35
198,06025,11274,280,316,350
199,06027,186,4,7,6
200,06029,30622,459,299,183
201,06031,7057,356,287,220
202,06033,393,30,34,35
203,06035,727,9,16,14
204,06037,253985,5067,4101,3182
205,06039,4150,116,98,61
206,06041,6450,120,94,72
207,06043,75,0,0,0
208,06045,785,32,16,12
209,06047,8541,164,121,74
210,06049,22,0,0,0
211,06051,163,0,3,0
212,06053,8904,515,325,252
213,06055,1556,62,49,38
214,06057,482,11,13,7
215,06059,50930,939,724,519
216,06061,3316,131,106,82
217,06063,48,0,0,0
218,06065,55073,593,419,260
219,06067,20184,929,782,558
220,06069,1238,57,31,22
221,06071,50699,1064,676,441
222,06073,42679,2310,2591,2901
223,06075,10302,341,287,222
224,06077,19108,563,427,293
225,06079,3222,90,83,58
226,06081,9077,401,433,403
227,06083,8642,229,178,143
228,06085,19549,1000,872,694
229,06087,2043,167,160,166
230,06089,612,18,17,14
231,06091,6,0,0,0
232,06093,155,8,6,0
233,06095,5820,85,59,37
234,06097,6701,345,265,193
235,06099,15976,451,316,203
236,06101,1564,69,79,65
237,06103,471,23,15,12
238,06105,15,0,0,0
239,06107,15114,347,302,219
240,06109,213,13,7,7
241,06111,11759,421,357,279
242,06113,2677,130,108,90
243,06115,1057,64,70,69
244,08001,8050,266,215,184
245,08003,240,0,0,0
246,08005,8510,221,206,194
247,08007,48,0,0,0
248,08009,17,0,0,0
249,08011,11,0,0,0
250,08013,2777,423,545,699
251,08014,570,21,9,7
252,08015,318,0,5,7
253,08017,10,1,0,0
254,08019,36,0,0,0
255,08021,31,0,0,0
256,08023,32,0,0,0
257,08025,73,0,0,0
258,08027,17,0,0,0
259,08029,174,0,0,0
260,08031,11816,319,323,325
261,08033,3,0,0,0
262,08035,2208,117,114,126
263,08037,1208,13,14,14
264,08039,138,,,NaN
265,08041,6378,170,132,111
266,08043,166,0,0,0
267,08045,891,27,34,42
268,08047,18,0,0,0
269,08049,69,0,0,0
270,08051,296,0,4,3
271,08053,3,0,0,0
272,08055,10,0,0,0
273,08057,9,0,0,0
274,08059,5117,173,165,157
275,08061,0,0,0,0
276,08063,78,0,0,0
277,08065,87,,,NaN
278,08067,247,0,0,0
279,08069,2184,116,108,100
280,08071,21,0,0,0
281,08073,8,0,0,0
282,08075,776,88,92,105
283,08077,489,42,41,42
284,08079,20,0,0,0
285,08081,35,0,0,0
286,08083,128,1,0,0
287,08085,353,,,NaN
288,08087,729,8,7,7
289,08089,84,1,0,0
290,08091,25,0,0,0
291,08093,46,0,0,0
292,08095,19,0,0,0
293,08097,204,0,0,0
294,08099,90,0,0,0
295,08101,974,49,42,38
296,08103,24,0,0,0
297,08105,95,0,0,0
298,08107,138,3,0,0
299,08109,111,0,0,0
300,08111,6,0,0,0
301,08113,93,0,0,0
302,08115,12,0,0,0
303,08117,372,8,7,7
304,08119,168,2,0,0
305,08121,57,2,0,0
306,08123,4304,139,145,160
307,08125,72,,,NaN
308,09001,19360,239,296,267
309,09003,13886,174,169,126
310,09005,1773,37,45,43
311,09007,1512,30,29,25
312,09009,13961,136,163,166
313,09011,1651,29,24,17
314,09013,1232,55,64,48
315,09015,844,27,42,50
316,10001,2788,92,100,104
317,10003,9092,660,837,1072
318,10005,6504,121,142,153
319,11001,NaN,342,262,231
320,12001,6401,975,1317,1659
321,12003,1319,85,70,63
322,12005,5682,154,152,137
323,12007,929,104,84,73
324,12009,7960,333,342,342
325,12011,74434,1004,664,437
326,12013,598,6,0,0
327,12015,2871,72,50,34
328,12017,2469,210,205,219
329,12019,4578,335,433,505
330,12021,12209,217,156,121
331,12023,3535,118,108,111
332,12027,1534,14,7,7
333,12029,790,19,12,7
334,12031,28458,882,837,812
335,12033,11867,328,315,292
336,12035,1560,199,256,344
337,12037,578,,,NaN
338,12039,2597,,,NaN
339,12041,485,0,0,0
340,12043,475,6,0,0
341,12045,860,7,0,3
342,12047,762,49,52,58
343,12049,1224,93,107,135
344,12051,2018,,,NaN
345,12053,2884,114,82,59
346,12055,1996,86,83,77
347,12057,39450,1018,884,788
348,12059,702,23,14,8
349,12061,2983,76,79,80
350,12063,2617,143,134,124
351,12065,532,11,0,0
352,12067,1219,0,0,7
353,12069,7046,243,205,168
354,12071,19488,293,241,184
355,12073,9025,1942,2440,3079
356,12075,963,14,9,7
357,12077,478,26,0,0
358,12079,988,79,102,123
359,12081,10886,200,215,211
360,12083,9146,252,193,126
361,12085,4558,,,NaN
362,12086,164086,2114,1441,917
363,12087,1779,9,7,7
364,12089,1929,104,87,70
365,12091,4620,261,271,288
366,12093,1333,52,62,67
367,12095,37939,777,685,573
368,12097,11772,246,201,161
369,12099,44025,851,706,576
370,12101,8527,194,183,161
371,12103,20922,480,515,538
372,12105,18473,760,702,703
373,12107,1958,134,174,226
374,12109,4887,312,356,428
375,12111,7544,200,170,128
376,12113,5126,204,183,161
377,12115,7619,219,230,248
378,12117,8552,186,153,126
379,12119,2103,74,48,32
380,12121,2545,42,23,15
381,12123,1245,,,NaN
382,12125,798,131,161,167
383,12127,10160,423,416,421
384,12129,1004,46,42,37
385,12131,1812,84,86,90
386,12133,1047,,,NaN
387,13001,960,31,22,18
388,13003,432,17,13,14
389,13005,560,28,19,21
390,13007,73,0,0,0
391,13009,1912,86,70,46
392,13011,433,25,21,18
393,13013,1971,77,58,41
394,13015,2677,102,91,70
395,13017,700,35,29,26
396,13019,418,12,12,14
397,13021,5748,248,252,252
398,13023,418,31,21,13
399,13025,325,8,10,11
400,13027,497,,,NaN
401,13029,987,76,93,108
402,13031,2643,343,289,271
403,13033,727,37,35,35
404,13035,608,28,20,21
405,13037,229,,,NaN
406,13039,1150,60,47,39
407,13043,398,19,15,10
408,13045,2523,95,80,69
409,13047,1017,89,87,84
410,13049,597,18,17,21
411,13051,7794,405,407,428
412,13053,1584,112,72,35
413,13055,678,41,25,15
414,13057,5513,313,297,258
415,13059,4503,1017,1194,1422
416,13061,118,,,NaN
417,13063,6850,150,116,82
418,13065,336,30,28,22
419,13067,18495,670,651,555
420,13069,1910,42,33,24
421,13071,1870,49,56,53
422,13073,3461,139,122,99
423,13075,531,12,14,16
424,13077,2402,46,32,19
425,13079,163,,,NaN
426,13081,513,16,15,14
427,13083,239,22,10,7
428,13085,754,23,14,7
429,13087,1064,33,31,21
430,13089,17536,430,377,322
431,13091,368,21,14,14
432,13093,305,11,9,7
433,13095,3067,32,29,21
434,13097,3350,78,80,68
435,13099,446,13,12,14
436,13101,238,0,5,7
437,13103,1291,151,151,167
438,13105,557,45,49,49
439,13107,915,83,80,75
440,13109,401,18,13,14
441,13111,535,44,42,38
442,13113,1675,36,25,15
443,13115,2695,189,181,155
444,13117,3528,163,136,104
445,13119,657,50,50,49
446,13121,26225,521,352,242
447,13123,784,20,21,27
448,13125,37,0,0,0
449,13127,3321,132,129,125
450,13129,1680,84,93,96
451,13131,729,37,28,22
452,13133,482,8,12,14
453,13135,25806,579,458,332
454,13137,1444,37,33,24
455,13139,8362,209,136,90
456,13141,375,7,11,14
457,13143,401,44,46,49
458,13145,764,26,22,26
459,13147,465,22,18,14
460,13149,181,,,NaN
461,13151,4734,134,102,75
462,13153,2869,99,71,53
463,13155,268,,,NaN
464,13157,1735,79,57,41
465,13159,202,,,NaN
466,13161,680,25,18,21
467,13163,745,36,34,28
468,13165,372,29,31,28
469,13167,402,38,42,42
470,13169,510,32,21,15
471,13171,343,13,12,14
472,13173,285,13,8,7
473,13175,1491,75,63,53
474,13177,672,24,18,21
475,13179,1006,48,49,53
476,13181,204,,,NaN
477,13183,212,,,NaN
478,13185,3711,134,149,167
479,13187,806,24,14,7
480,13189,556,26,18,21
481,13191,276,,,NaN
482,13193,223,,,NaN
483,13195,616,46,56,61
484,13197,178,0,4,7
485,13199,518,18,15,14
486,13201,233,7,6,7
487,13205,752,28,25,25
488,13207,627,20,18,21
489,13209,261,18,8,7
490,13211,451,17,13,14
491,13213,758,34,41,54
492,13215,5732,111,90,75
493,13217,2439,39,27,17
494,13219,664,65,66,72
495,13221,297,6,8,7
496,13223,2588,133,122,103
497,13225,616,29,30,28
498,13227,571,21,18,14
499,13229,563,32,20,21
500,13231,297,10,8,7
501,13233,1337,43,35,23
502,13235,295,37,30,23
503,13237,657,19,18,21
504,13239,31,0,0,0
505,13241,308,13,11,7
506,13243,327,6,10,11
507,13245,6570,308,294,267
508,13247,1751,38,28,20
509,13249,102,6,4,0
510,13251,345,39,42,47
511,13253,325,16,12,12
512,13255,1249,25,19,14
513,13257,922,22,14,7
514,13259,410,24,19,10
515,13261,903,20,14,13
516,13263,156,0,5,7
517,13265,19,0,0,0
518,13267,744,31,28,24
519,13269,178,15,8,7
520,13271,372,17,12,14
521,13273,325,3,9,10
522,13275,1430,,,NaN
523,13277,1634,66,67,70
524,13279,1219,63,54,45
525,13281,254,24,29,28
526,13283,239,13,7,7
527,13285,2697,39,31,23
528,13287,287,6,7,7
529,13289,178,,,NaN
530,13291,599,68,104,114
531,13293,716,43,47,58
532,13295,1297,179,223,253
533,13297,1677,86,73,56
534,13299,1414,36,35,35
535,13301,125,,,NaN
536,13303,637,12,17,21
537,13305,1056,48,51,49
538,13307,42,0,0,0
539,13309,308,,,NaN
540,13311,659,75,85,90
541,13313,4292,184,197,225
542,13315,233,5,6,7
543,13317,249,17,8,7
544,13319,311,13,11,8
545,13321,513,0,13,14
546,15001,587,128,108,92
547,15003,9654,724,483,323
548,15005,0,0,0,0
549,15007,58,0,0,0
550,15009,375,14,9,7
551,16001,11953,409,552,609
552,16003,26,0,0,0
553,16005,757,100,172,223
554,16007,31,0,0,0
555,16009,126,5,0,1
556,16011,592,105,184,233
557,16013,610,15,0,4
558,16015,65,0,0,0
559,16017,246,,,NaN
560,16019,2208,316,451,547
561,16021,45,0,0,0
562,16023,26,0,0,0
563,16025,5,0,0,0
564,16027,7687,250,341,367
565,16029,51,,,NaN
566,16031,596,15,0,4
567,16033,24,0,0,0
568,16035,27,0,0,0
569,16037,54,0,0,0
570,16039,312,9,0,2
571,16041,64,,,NaN
572,16043,139,6,0,1
573,16045,264,14,14,7
574,16047,251,7,0,2
575,16049,54,0,0,0
576,16051,409,29,38,35
577,16053,681,53,88,110
578,16055,2357,104,179,232
579,16057,273,6,0,2
580,16059,72,0,0,0
581,16061,12,0,0,0
582,16063,83,0,0,1
583,16065,336,71,112,147
584,16067,584,14,0,4
585,16069,372,45,63,62
586,16071,22,0,0,0
587,16073,320,8,0,2
588,16075,769,35,32,21
589,16077,151,,,NaN
590,16079,209,5,0,1
591,16081,140,5,0,1
592,16083,1871,127,203,263
593,16085,86,0,0,1
594,16087,318,9,0,2
595,17001,876,50,59,56
596,17003,60,,,NaN
597,17005,231,45,35,32
598,17007,955,39,40,35
599,17009,26,0,0,0
600,17011,489,47,35,25
601,17013,34,,,NaN
602,17015,159,14,19,14
603,17017,351,25,18,14
604,17019,4035,1031,1136,1340
605,17021,305,43,38,31
606,17023,137,22,19,14
607,17025,129,24,19,14
608,17027,950,119,104,93
609,17029,1237,115,88,65
610,17031,134801,3870,3340,2916
611,17033,255,139,165,189
612,17035,182,21,20,21
613,17037,1317,113,113,124
614,17039,75,20,13,7
615,17041,260,,,NaN
616,17043,16022,735,707,676
617,17045,104,,,NaN
618,17047,55,8,7,7
619,17049,744,87,71,50
620,17051,255,56,51,44
621,17053,86,,,NaN
622,17055,427,54,53,50
623,17057,119,19,14,14
624,17059,68,,,NaN
625,17061,183,37,31,25
626,17063,579,,,NaN
627,17065,52,6,7,7
628,17067,170,16,20,19
629,17069,26,7,5,0
630,17071,60,6,7,7
631,17073,576,46,40,31
632,17075,335,,,NaN
633,17077,1144,107,98,89
634,17079,180,21,16,10
635,17081,513,21,14,7
636,17083,356,37,27,18
637,17085,212,21,24,21
638,17087,130,8,13,14
639,17089,12081,417,372,331
640,17091,2528,146,135,123
641,17093,1806,80,78,77
642,17095,525,34,32,28
643,17097,15776,642,632,631
644,17099,1496,117,90,72
645,17101,233,68,66,69
646,17103,299,28,28,25
647,17105,266,39,36,35
648,17107,386,86,110,125
649,17109,404,126,123,115
650,17111,4258,189,157,137
651,17113,2909,498,390,349
652,17115,1224,141,125,106
653,17117,432,35,32,26
654,17119,4908,418,409,372
655,17121,427,117,148,194
656,17123,71,17,11,7
657,17125,109,19,14,14
658,17127,83,12,12,7
659,17129,95,19,14,12
660,17131,118,,,NaN
661,17133,581,73,74,77
662,17135,287,25,33,28
663,17137,591,,,NaN
664,17139,196,,,NaN
665,17141,561,58,76,103
666,17143,2898,326,352,380
667,17145,320,,,NaN
668,17147,119,,,NaN
669,17149,99,19,14,14
670,17151,23,0,0,0
671,17153,148,14,16,14
672,17155,31,11,7,7
673,17157,854,67,60,54
674,17159,116,45,59,78
675,17161,2610,229,223,234
676,17163,5983,292,265,229
677,17165,211,37,28,21
678,17167,2113,154,126,107
679,17169,34,,,NaN
680,17171,62,,,NaN
681,17173,304,58,53,47
682,17175,45,8,7,7
683,17177,424,40,47,43
684,17179,1381,129,103,80
685,17181,471,,,NaN
686,17183,470,110,137,184
687,17185,133,12,14,14
688,17187,282,,,NaN
689,17189,158,29,21,18
690,17191,218,114,122,147
691,17193,149,14,16,14
692,17195,634,66,66,66
693,17197,12820,582,498,430
694,17199,1160,119,100,77
695,17201,4790,359,445,559
696,17203,351,32,22,17
697,18001,220,18,8,7
698,18003,5627,335,339,323
699,18005,1121,28,21,15
700,18007,87,1,0,0
701,18009,97,9,3,0
702,18011,927,43,36,32
703,18013,91,0,0,0
704,18015,265,6,7,7
705,18017,1911,22,42,36
706,18019,1977,86,75,54
707,18021,272,17,8,7
708,18023,584,12,14,11
709,18025,94,,,NaN
710,18027,586,45,31,23
711,18029,602,11,14,12
712,18031,442,14,13,7
713,18033,404,34,28,25
714,18035,1717,273,237,230
715,18037,907,27,28,23
716,18039,6041,268,288,323
717,18041,395,24,20,14
718,18043,1220,72,76,67
719,18045,109,,,NaN
720,18047,287,6,7,7
721,18049,223,15,7,7
