,County,319,325,332,339
0,01001,3005,265,342,397
1,01003,9728,1039,1305,1535
2,01005,1223,41,54,64
3,01007,1293,104,109,98
4,01009,3299,383,486,553
5,01011,713,18,21,23
6,01013,1236,69,89,105
7,01015,7096,771,925,981
8,01017,1906,134,138,127
9,01019,1093,63,70,70
10,01021,2391,149,156,142
11,01023,440,16,19,20
12,01025,1671,81,106,124
13,01027,963,37,36,30
14,01029,821,40,39,32
15,01031,2657,204,233,247
16,01033,3536,425,512,590
17,01035,738,48,65,75
18,01037,393,59,69,74
19,01039,2370,173,227,265
20,01041,745,27,34,38
21,01043,5032,603,712,755
22,01045,2528,190,251,287
23,01047,2384,108,118,115
24,01049,5334,463,588,667
25,01051,4482,387,489,537
26,01053,2099,112,150,176
27,01055,7220,943,1171,1295
28,01057,1061,149,186,203
29,01059,2694,182,229,263
30,01061,1316,84,91,93
31,01063,473,46,60,67
32,01065,1028,69,78,88
33,01067,925,63,82,94
34,01069,5674,380,374,315
35,01071,3896,660,810,856
36,01073,36475,3434,4076,4581
37,01075,755,87,102,120
38,01077,4626,539,593,594
39,01079,1422,144,177,199
40,01081,8171,408,506,588
41,01083,4744,468,579,662
42,01085,837,35,40,39
43,01087,781,40,33,28
44,01089,15090,1893,2392,2785
45,01091,1312,92,114,134
46,01093,1537,144,183,214
47,01095,7133,889,1108,1217
48,01097,20869,911,805,554
49,01099,855,65,84,100
50,01101,13003,610,728,798
51,01103,7600,968,1142,1271
52,01105,707,20,19,16
53,01107,1313,78,64,56
54,01109,1663,75,92,106
55,01111,1086,55,60,65
56,01113,2359,133,178,211
57,01115,4768,567,709,817
58,01117,11546,1262,1559,1814
59,01119,619,37,42,41
60,01121,3944,424,539,630
61,01123,1934,173,202,235
62,01125,14182,1151,1448,1681
63,01127,3983,330,413,473
64,01129,952,23,15,9
65,01131,664,29,37,45
66,01133,1484,162,194,223
67,02013,42,13,13,14
68,02016,115,4,4,4
69,02020,18563,1692,1518,1255
70,02050,1709,,,NaN
71,02060,0,0,0,0
72,02068,47,4,4,4
73,02070,106,7,8,8
74,02090,3755,,,NaN
75,02100,17,1,0,1
76,02105,0,0,0,0
77,02110,909,59,58,49
78,02122,2999,480,461,411
79,02130,214,17,19,19
80,02150,463,157,209,220
81,02158,461,46,37,22
82,02164,150,4,5,4
83,02170,4936,1601,1890,2010
84,02180,246,33,29,29
85,02185,567,99,123,136
86,02188,373,12,11,7
87,02195,26,,,NaN
88,02198,59,8,9,8
89,02220,224,43,38,29
90,02230,11,,,NaN
91,02240,328,53,49,40
92,02261,282,27,36,39
93,02275,22,,,NaN
94,02282,50,4,4,3
95,02290,182,13,8,5
96,04001,5864,585,645,654
97,04003,4342,798,971,1054
98,04005,8241,699,794,788
99,04007,3290,396,431,462
100,04009,2369,183,132,96
101,04011,293,76,89,88
102,04012,976,162,192,223
103,04013,228312,20851,24893,27742
104,04015,7238,1074,1373,1574
105,04017,8766,738,828,809
106,04019,45166,5038,5747,6324
107,04021,18739,2379,3001,3499
108,04023,4416,511,586,601
109,04025,6621,1410,1676,1947
110,04027,19643,1799,2020,2067
111,05001,1036,66,77,75
112,05003,948,117,128,135
